row_label_raw,row_label_full,col_0,Ngắn hạn,Dài hạn,Ngàn VND Tổng cộng,numeric__Ngắn hạn,numeric__Dài hạn,numeric__Ngàn VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,1.958.725.949,3.581.600.405,5.540.326.354,1958725949.0,3581600405.0,5540326354.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,919.000.000,-,919.000.000,919000000.0,,919000000.0
Tiền chỉ trả gốc vay và trái phiếu trong năm,Tiền chỉ trả gốc vay và trái phiếu trong năm,Tiền chỉ trả gốc vay và trái phiếu trong năm,(1.519.000.000),-,(1.519.000.000),-1519000000.0,,-1519000000.0
Trái phiếu thường dài hạn đến hạn trả trong vòng 1 năm,Trái phiếu thường dài hạn đến hạn trả trong vòng 1 năm,Trái phiếu thường dài hạn đến hạn trả trong vòng 1 năm,387.694.722,(387.694.722),-,387694722.0,-387694722.0,
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,2.514.306,5.224.898,7.739.204,2514306.0,5224898.0,7739204.0
Số cuối năm,Số cuối năm,Số cuối năm,1.748.934.977,3.199.130.581,4.948.065.558,1748934977.0,3199130581.0,4948065558.0
