row_label_raw,row_label_full,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty con,Tạm ứng mua hàng hóa và dịch vụ,8.640.087,8.640.087_1,numeric__Công ty con,numeric__Tạm ứng mua hàng hóa và dịch vụ,numeric__8.640.087,numeric__8.640.087_1
Công ty Cổ phần BAPI Hoàng Anh Gia Lai,Công ty Cổ phần BAPI Hoàng Anh Gia Lai,Công ty Cổ phần BAPI Hoàng Anh Gia Lai,Công ty con (đến ngày 13 tháng 1 năm 2023)Công ty liên kết (đến ngày 29 tháng 12 năm 2023),Tạm ứng mua hàng hóa và dịch vụ,44.034,70.630,,,44034.0,70630.0
,,,,,8.684.121,8.710.717,,,8684121.0,8710717.0
