row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi từ thanh lý tài sản cố định,Thu nhập khác > Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,137.177.515,272.727,137177515.0,272727.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,9.536,541.257,9536.0,541257.0
,,,137.187.051,813.984,137187051.0,813984.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,355.034,1.951.736,355034.0,1951736.0
Xóa số công nợ,Chi phí khác > Xóa số công nợ,Xóa số công nợ,223.316,22.510.084,223316.0,22510084.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,2.015.572,10.652.884,2015572.0,10652884.0
,,,2.593.922,35.114.704,2593922.0,35114704.0
LỢI NHUẬN/(Lỗ) KHÁC,Chi phí khác > LỢI NHUẬN/(Lỗ) KHÁC,LỢI NHUẬN/(Lỗ) KHÁC,134.593.129,(34.300.720),134593129.0,-34300720.0
