row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả tiền mượn từ các cá nhân và các công ty (i),Ngắn hạn > Phải trả tiền mượn từ các cá nhân và các công ty (i),Phải trả tiền mượn từ các cá nhân và các công ty (i),409.959.046,78.548.387,409959046.0,78548387.0
Phải trả do thu hộ,Ngắn hạn > Phải trả do thu hộ,Phải trả do thu hộ,37.681.664,43.910.747,37681664.0,43910747.0
Khác,Ngắn hạn > Khác,Khác,20.832.181,730.753,20832181.0,730753.0
,,,468.472.891,123.189.887,468472891.0,123189887.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả do thu hộ,Dài hạn > Phải trả do thu hộ,Phải trả do thu hộ,7.666.626,7.666.626,7666626.0,7666626.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,476.139.517,130.856.513,476139517.0,130856513.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn các bên liên quan (TM số 28),Trong đó: > Phải trả ngắn hạn các bên liên quan (TM số 28),Phải trả ngắn hạn các bên liên quan (TM số 28),412.480.444,58.024.528,412480444.0,58024528.0
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,63.659.073,72.831.985,63659073.0,72831985.0
