row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chỉ trả hộ,Ngắn hạn > Chỉ trả hộ,Chỉ trả hộ,1.656.776.869,1.427.720.380,1656776869.0,1427720380.0
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,561.927.329,840.071.621,561927329.0,840071621.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,2.831.040,9.055.478,2831040.0,9055478.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,6.603.901,87.709.733,6603901.0,87709733.0
,,,2.228.139.139,2.364.557.212,2228139139.0,2364557212.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu lãi cho vay,Dài hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,88.192,183.453.746,88192.0,183453746.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,-,514.680,,514680.0
,,,88.192,183.968.426,88192.0,183968426.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.228.227.331,2.548.525.638,2228227331.0,2548525638.0
Dự phòng phải thu khác khó đòi,Dài hạn > Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,(852.801.123),(890.159.464),-852801123.0,-890159464.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.375.426.208,1.658.366.174,1375426208.0,1658366174.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn các bên liên quan (TM số 28),Trong đó: > Phải thu ngắn hạn các bên liên quan (TM số 28),Phải thu ngắn hạn các bên liên quan (TM số 28),2.215.058.381,2.103.244.062,2215058381.0,2103244062.0
Phải thu dài hạn các bên liên quan (TM số 28),Trong đó: > Phải thu dài hạn các bên liên quan (TM số 28),Phải thu dài hạn các bên liên quan (TM số 28),88.192,183.453.746,88192.0,183453746.0
Phải thu các bên thứ ba,Trong đó: > Phải thu các bên thứ ba,Phải thu các bên thứ ba,13.080.758,261.827.830,13080758.0,261827830.0
Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau:,,
,,,Năm nay,Ngàn VNDNăm trước,,
Số đầu năm,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau: > Số đầu năm,Số đầu năm,890.159.464,550.740.871,890159464.0,550740871.0
Cộng: Dự phòng lập trong năm,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau: > Cộng: Dự phòng lập trong năm,Cộng: Dự phòng lập trong năm,4.258.650,652.365.714,4258650.0,652365714.0
Trừ: Hoàn nhập dự phòng trong năm,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau: > Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(41.616.991),(312.947.121),-41616991.0,-312947121.0
Số cuối năm,Chi tiết tinh hình tăng (giảm) dự phòng phải thu khác khó đòi như sau: > Số cuối năm,Số cuối năm,852.801.123,890.159.464,852801123.0,890159464.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,852.801.123,890.159.464,852801123.0,890159464.0
