row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo),,,,
Công ty TNHH CN&NN Cao su Hoàng Anh - Quang Minh,Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo) > Công ty TNHH CN&NN Cao su Hoàng Anh - Quang Minh,Công ty TNHH CN&NN Cao su Hoàng Anh - Quang Minh,Công ty con của Công ty có cùng thành viên HĐQT,Cho vay,16.744.250,-,,,16744250.0,
Công ty Cổ phần Lê Me,Phải thu về cho vay ngắn hạn (TM số 7) (*) (tiếp theo) > Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Công ty con,Cho vay,-,2.753.404.202,,,,2753404202.0
,,,,,2.267.870.587,4.380.367.822,,,2267870587.0,4380367822.0
