row_label_raw,row_label_full,col_0,col_1,2018Triệu VND,2017Triệu VND,numeric__col_1,numeric__2018Triệu VND,numeric__2017Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(1.053.926),(618.242),,-1053926.0,-618242.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",424.645,186.109,,424645.0,186109.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",950,382.026,,950.0,382026.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn",2.316,16.449,,2316.0,16449.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠTĐỘNG ĐẦU TƯ,(626.015),(33.658),,-626015.0,-33658.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀICHÍNH,,,,,
04,04,04,Cổ tức trả cho cổ đông,(136),(650),,-136.0,-650.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠTĐỘNG TÀI CHÍNH,(136),(650),,-136.0,-650.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,4.305.618,(1.045.133),,4305618.0,-1045133.0
V,V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIỀN TẠI THỜI ĐIỂM ĐẦU NĂM,16.143.835,17.199.367,,16143835.0,17199367.0
VI,VI,VI,ĐIỀU CHÍNH ẢNH HƯỞNG CỦA THAY ĐỒITY Fiscal Hối ĐOÁI,(10.114),(10.399),,-10114.0,-10399.0
VII,VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIỀN TẠI THỜI ĐIỂM CUỐI NĂM(THUYẾT MINH 36),20.439.339,16.143.835,,20439339.0,16143835.0
