row_label_raw,row_label_full,Số dư đầu năm > Trích lập dự phòng trong năm (Thuyết minh 33),31/12/2018Triệu VND > 1.597.041 > 248.231,31/12/2017Triệu VND > 1.515.634 > 81.338,numeric__31/12/2018Triệu VND > 1.597.041 > 248.231,numeric__31/12/2017Triệu VND > 1.515.634 > 81.338
Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,406,69,406.0,69.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.845.678,1.597.041,1845678.0,1597041.0
