row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018 > Quá hạnTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Khôngchịu lãiTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Dưới1 thángTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Từ 1 đến3 thángTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Từ trên 3 đến6 thángTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Từ trên 6 đến12 thángTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Từ trên 1 đến5 nămTriệu VND,Tại ngày 31 tháng 12 năm 2018 > Trên 5 nămTriệu VND,Tại ngày 31 tháng 12 năm 2018 > TổngTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Quá hạnTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Khôngchịu lãiTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Dưới1 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Từ 1 đến3 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Từ trên 3 đến6 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Từ trên 6 đến12 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Từ trên 1 đến5 nămTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Trên 5 nămTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2018 > TổngTriệu VND
Tài sản Có khác – gộp (*),Tài sản > Tài sản Có khác – gộp (*),Tài sản Có khác – gộp (*),994.434,47.139.575,-,-,-,-,-,-,48.134.009,994434.0,47139575.0,,,,,,,48134009.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),7.598.546,102.956.964,101.504.311,152.741.195,1.282.644,3.649.596,37.844.055,5.355.934,412.933.245,7598546.0,102956964.0,101504311.0,152741195.0,1282644.0,3649596.0,37844055.0,5355934.0,412933245.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,5.049.060,244.026,-,-,-,-,5.293.086,,,5049060.0,244026.0,,,,,5293086.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,5.330.813,981.665,573.625,414.055,-,-,7.300.158,,,5330813.0,981665.0,573625.0,414055.0,,,7300158.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,741.457,141.768.392,76.345.026,55.027.845,35.782.257,39.669.208,54.737,349.388.922,,741457.0,141768392.0,76345026.0,55027845.0,35782257.0,39669208.0,54737.0,349388922.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,-,-,87.728,-,-,87.728,,,,,,87728.0,,,87728.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,598,2.736.240,2.524.396,2.804.673,2,-,8.065.909,,,598.0,2736240.0,2524396.0,2804673.0,2.0,,8065909.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,11.272.428,-,-,-,-,-,-,11.272.428,,11272428.0,,,,,,,11272428.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,12.013.885,152.153.885,80.301.935,58.125.866,39.088.713,39.669.210,54.737,381.408.231,,12013885.0,152153885.0,80301935.0,58125866.0,39088713.0,39669210.0,54737.0,381408231.0
Mức chênh nhạy cảm với lãi suất nộibảng [(3)=(1)-(2)],Nợ phải trả > Mức chênh nhạy cảm với lãi suất nộibảng [(3)=(1)-(2)],Mức chênh nhạy cảm với lãi suất nộibảng [(3)=(1)-(2)],7.598.546,90.943.079,(50.649.574),72.439.260,(56.843.222),(35.439.117),(1.825.155),5.301.197,31.525.014,7598546.0,90943079.0,-50649574.0,72439260.0,-56843222.0,-35439117.0,-1825155.0,5301197.0,31525014.0
Mức chênh nhạy cảm với lãi suất ngoạibảng (4),Mức chênh nhạy cảm với lãi suất ngoạibảng (4),Mức chênh nhạy cảm với lãi suất ngoạibảng (4),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội,ngoại bảng [(5)=(3)+(4)]","Mức chênh nhạy cảm với lãi suất ngoạibảng (4) > Mức chênh nhạy cảm với lãi suất nội,ngoại bảng [(5)=(3)+(4)]","Mức chênh nhạy cảm với lãi suất nội,ngoại bảng [(5)=(3)+(4)]",7.598.546,90.943.079,(50.649.574),72.439.260,(56.843.222),(35.439.117),(1.825.155),5.301.197,31.525.014,7598546.0,90943079.0,-50649574.0,72439260.0,-56843222.0,-35439117.0,-1825155.0,5301197.0,31525014.0
