row_label_raw,row_label_full,2018,Phát sinh trong năm > Số dưđâu nămTriệu VND,Phát sinh trong năm > Số phải nộpTriệu VND,Phát sinh trong năm > Số đã nộpTriệu VND,Phát sinh trong năm > Điều chỉnhkhácTriệu VND,Phát sinh trong năm > Số ducuối nămTriệu VND,numeric__Phát sinh trong năm > Số dưđâu nămTriệu VND,numeric__Phát sinh trong năm > Số phải nộpTriệu VND,numeric__Phát sinh trong năm > Số đã nộpTriệu VND,numeric__Phát sinh trong năm > Điều chỉnhkhácTriệu VND,numeric__Phát sinh trong năm > Số ducuối nămTriệu VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,(28.616),445.711,(359.221),687,58.561,-28616.0,445711.0,-359221.0,687.0,58561.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,34.075,461.619,(468.397),-,27.297,34075.0,461619.0,-468397.0,,27297.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,37.710,375.567,(367.098),-,46.179,37710.0,375567.0,-367098.0,,46179.0
,,,43.169,1.282.897,(1.194.716),687,132.037,43169.0,1282897.0,-1194716.0,687.0,132037.0
Trong đó:Thuế TNDN nộp thừa(Thuyết minh 16(a)),Trong đó:Thuế TNDN nộp thừa(Thuyết minh 16(a)),Trong đó:Thuế TNDN nộp thừa(Thuyết minh 16(a)),(51.811),,,,(2.619),-51811.0,,,,-2619.0
Thuế và các khoản phải nộpNhà nước (Thuyết minh 22),Thuế và các khoản phải nộpNhà nước (Thuyết minh 22),Thuế và các khoản phải nộpNhà nước (Thuyết minh 22),94.980,,,,134.656,94980.0,,,,134656.0
