row_label_raw,row_label_full,col_0,col_1,2018Triệu VND,2017Triệu VND,numeric__col_1,numeric__2018Triệu VND,numeric__2017Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,28.139.058,22.018.480,,28139058.0,22018480.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(17.307.737),(15.346.766),,-17307737.0,-15346766.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,2.420.494,2.593.963,,2420494.0,2593963.0
04,04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",449.231,439.471,,449231.0,439471.0
05,05,05,Thu nhập khác nhận được,555.823,257.946,,555823.0,257946.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",187.760,50.943,,187760.0,50943.0
07,07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(6.864.760),(6.171.859),,-6864760.0,-6171859.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp,(359.221),(73.348),,-359221.0,-73348.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,7.220.648,3.768.830,,7220648.0,3768830.0
,,,Những thay đổi về tài sản hoạt động,(36.525.616),(38.097.959),,-36525616.0,-38097959.0
09,09,09,Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,69.876,(331.786),,69876.0,-331786.0
10,10,10,Tăng các khoản về kinh doanh chứng khoán,(1.008.642),(718.313),,-1008642.0,-718313.0
11,11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(1.059),(4.829),,-1059.0,-4829.0
12,12,12,Tăng các khoản cho vay khách hàng,(35.998.597),(38.332.111),,-35998597.0,-38332111.0
13,13,13,Giảm nguồn dự phòng để bù đắp tổn thất các khoản,(7.986),(14.907),,-7986.0,-14907.0
14,14,14,Giảm khác về tài sản hoạt động,420.792,1.303.987,,420792.0,1303987.0
,,,Những thay đổi về công nợ hoạt động,34.236.737,33.318.304,,34236737.0,33318304.0
15,15,15,Tăng/(giảm) các khoản nợ Ngân hàng Nhà nước Việt Nam,5.061.602,(3.774.694),,5061602.0,-3774694.0
16,16,16,(Giảm)/tăng tiền gửi và vay các TCTD khác,(5.348.848),3.597.504,,-5348848.0,3597504.0
17,17,17,Tăng tiền gửi của khách hàng,29.529.335,27.660.267,,29529335.0,27660267.0
18,18,18,Tăng phát hành giấy tờ có giá,2.464.523,5.600.786,,2464523.0,5600786.0
19,19,19,"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(3.247),(139.846),,-3247.0,-139846.0
21,21,21,Tăng khác về công nợ hoạt động,2.597.859,407.591,,2597859.0,407591.0
22,22,22,Chi từ các quỹ,(64.487),(33.304),,-64487.0,-33304.0
I,I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,4.931.769,(1.010.825),,4931769.0,-1010825.0
