row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ (i),Chứng khoán nợ (i),Chứng khoán nợ (i),,,,
• Trái phiếu chính phủ,Chứng khoán nợ (i) > • Trái phiếu chính phủ,• Trái phiếu chính phủ,37.659.180,29.709.768,37659180.0,29709768.0
• Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ (i) > • Trái phiếu do các TCTD khác trong nước phát hành,• Trái phiếu do các TCTD khác trong nước phát hành,50.459,50.610,50459.0,50610.0
• Chứng khoán nợ nước ngoài,Chứng khoán nợ (i) > • Chứng khoán nợ nước ngoài,• Chứng khoán nợ nước ngoài,52.652,-,52652.0,
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,,,
• Do các TCTD trong nước phát hành (ii),Chứng khoán vốn > • Do các TCTD trong nước phát hành (ii),• Do các TCTD trong nước phát hành (ii),163.690,163.690,163690.0,163690.0
• Do các tổ chức kinh tế trong nước phát hành (iii),Chứng khoán vốn > • Do các tổ chức kinh tế trong nước phát hành (iii),• Do các tổ chức kinh tế trong nước phát hành (iii),62.171,82.807,62171.0,82807.0
• Do các tổ chức kinh tế nước ngoài phát hành,Chứng khoán vốn > • Do các tổ chức kinh tế nước ngoài phát hành,• Do các tổ chức kinh tế nước ngoài phát hành,580,561,580.0,561.0
,,,37.988.732,30.007.436,37988732.0,30007436.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
• Dự phòng giảm giá (iv),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > • Dự phòng giảm giá (iv),• Dự phòng giảm giá (iv),(137.819),(121.235),-137819.0,-121235.0
,,,37.850.913,29.886.201,37850913.0,29886201.0
