row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018 Triệu VND,31/12/2017 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018 Triệu VND,numeric__31/12/2017 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,6.379.549,6.212.662,,4.0,6379549.0,6212662.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,9.611.502,3.002.395,,5.0,9611502.0,3002395.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,4.822.454,7.372.820,,6.0,4822454.0,7372820.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,4.448.288,6.928.778,,,4448288.0,6928778.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,374.718,444.594,,,374718.0,444594.0
3,A > 3,3,Dự phòng rủi ro,,(552),(552),,,-552.0,-552.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,-,63.250,,7.0,,63250.0
1,A > 1,1,Chứng khoán kinh doanh,,-,63.250,,,,63250.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,21.310,20.251,,8.0,21310.0,20251.0
VI,A > VI,VI,Cho vay khách hàng,,253.100.111,220.197.752,,,253100111.0,220197752.0
1,A > 1,1,Cho vay khách hàng,9,256.622.753,222.946.630,,9.0,256622753.0,222946630.0
3,A > 3,3,Dự phòng rủi ro cho vay khách hàng,10,(3.522.642),(2.748.878),,10.0,-3522642.0,-2748878.0
VII,A > VII,VII,Hoạt động mua nợ,11,544.786,643.784,,11.0,544786.0,643784.0
1,A > 1,1,Mua nợ,,549.040,648.763,,,549040.0,648763.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(4.254),(4.979),,,-4254.0,-4979.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,12,75.514.421,73.188.580,,12.0,75514421.0,73188580.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,37.988.732,30.007.436,,,37988732.0,30007436.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,40.233.215,45.266.699,,,40233215.0,45266699.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(2.707.526),(2.085.555),,,-2707526.0,-2085555.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,142.613,164.184,,13.0,142613.0,164184.0
5,A > 5,5,Đầu tư dài hạn khác,,320.477,320.934,,,320477.0,320934.0
6,A > 6,6,Dự phòng giảm giá đầu tư dài hạn,,(177.864),(156.750),,,-177864.0,-156750.0
X,A > X,X,Tài sản cố định,,8.249.652,8.100.996,,,8249652.0,8100996.0
1,A > 1,1,Tài sản cố định hữu hình,14,4.617.730,4.474.616,,14.0,4617730.0,4474616.0
a,A > a,a,Nguyên giá,,7.088.107,6.720.940,,,7088107.0,6720940.0
b,A > b,b,Giá trị hao mòn lũy kế,,(2.470.377),(2.246.324),,,-2470377.0,-2246324.0
3,A > 3,3,Tài sản cố định vô hình,15,3.631.922,3.626.380,,15.0,3631922.0,3626380.0
a,A > a,a,Nguyên giá,,4.573.585,4.465.775,,,4573585.0,4465775.0
b,A > b,b,Giá trị hao mòn lũy kế,,(941.663),(839.395),,,-941663.0,-839395.0
XII,A > XII,XII,Tài sản Có khác,,47.654.200,49.502.166,,,47654200.0,49502166.0
1,A > 1,1,Các khoản phải thu,16(a),23.729.951,23.892.436,,,23729951.0,23892436.0
2,A > 2,2,"Các khoản lãi, phí phải thu",16(b),23.154.608,24.742.217,,,23154608.0,24742217.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,23,63.102,74.226,,23.0,63102.0,74226.0
4,A > 4,4,Tài sản Có khác,16(c),1.186.348,1.306.640,,,1186348.0,1306640.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,16(d),(479.809),(513.353),,,-479809.0,-513353.0
,,,TỔNG TÀI SẢN,,406.040.598,368.468.840,,,406040598.0,368468840.0
