row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
▪ Phí trả chậm từ hợp đồng chuyển nhượng tài sản đảm bảo(Thuyết minh 16(a)(viii)),Thu nhập từ hoạt động khác > ▪ Phí trả chậm từ hợp đồng chuyển nhượng tài sản đảm bảo(Thuyết minh 16(a)(viii)),▪ Phí trả chậm từ hợp đồng chuyển nhượng tài sản đảm bảo(Thuyết minh 16(a)(viii)),426.263,-,426263.0,
▪ Lãi từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > ▪ Lãi từ thanh lý tài sản cố định,▪ Lãi từ thanh lý tài sản cố định,188.899,6.456,188899.0,6456.0
▪ Thu hồi nợ đã được xử lý rủi ro trước đây,Thu nhập từ hoạt động khác > ▪ Thu hồi nợ đã được xử lý rủi ro trước đây,▪ Thu hồi nợ đã được xử lý rủi ro trước đây,187.760,50.943,187760.0,50943.0
▪ Phí trả chậm thu từ hợp đồng bán nợ với VAMC(Thuyết minh 16(a)(x)),Thu nhập từ hoạt động khác > ▪ Phí trả chậm thu từ hợp đồng bán nợ với VAMC(Thuyết minh 16(a)(x)),▪ Phí trả chậm thu từ hợp đồng bán nợ với VAMC(Thuyết minh 16(a)(x)),36.016,-,36016.0,
▪ Thu nhập từ xử lý tài sản nhận cán trừ nợ,Thu nhập từ hoạt động khác > ▪ Thu nhập từ xử lý tài sản nhận cán trừ nợ,▪ Thu nhập từ xử lý tài sản nhận cán trừ nợ,1.477,123.567,1477.0,123567.0
▪ Thu lãi từ hợp đồng bán cố phiếu trả chậm,Thu nhập từ hoạt động khác > ▪ Thu lãi từ hợp đồng bán cố phiếu trả chậm,▪ Thu lãi từ hợp đồng bán cố phiếu trả chậm,-,83.290,,83290.0
▪ Cổ tức của cổ phiếu nhận cán trừ nợ,Thu nhập từ hoạt động khác > ▪ Cổ tức của cổ phiếu nhận cán trừ nợ,▪ Cổ tức của cổ phiếu nhận cán trừ nợ,-,2.083,,2083.0
▪ Thu nhập khác,Thu nhập từ hoạt động khác > ▪ Thu nhập khác,▪ Thu nhập khác,110.615,57.405,110615.0,57405.0
,,,951.030,323.744,951030.0,323744.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
▪ Chi phí khác,Chi phí hoạt động khác > ▪ Chi phí khác,▪ Chi phí khác,(18.647),(8.537),-18647.0,-8537.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,932.383,315.207,932383.0,315207.0
