row_label_raw,row_label_full,col_0,Miên BắcTriệu VND,Miên TrungTriệu VND,Miên NamTriệu VND,LàoTriệu VND,CampuchiaTriệu VND,Loại trừTriệu VND,TổngTriệu VND,numeric__Miên BắcTriệu VND,numeric__Miên TrungTriệu VND,numeric__Miên NamTriệu VND,numeric__LàoTriệu VND,numeric__CampuchiaTriệu VND,numeric__Loại trừTriệu VND,numeric__TổngTriệu VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,5.376.655(3.881.771),4.798.272(3.001.197),27.096.030(22.963.415),226.157(108.407),195.018(103.548),(11.396.561)11.396.561,26.295.571(18.661.777),,,,,,,
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,5.376.655(3.881.771),4.798.272(3.001.197),27.096.030(22.963.415),226.157(108.407),195.018(103.548),(11.396.561)11.396.561,26.295.571(18.661.777),,,,,,,
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,1.494.884,1.797.075,4.132.615,117.750,91.470,-,7.633.794,1494884.0,1797075.0,4132615.0,117750.0,91470.0,,7633794.0
Các khoản thu nhập ngoài lãi,Chi phí lãi và các chi phí tương tự > Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi,224.042,173.582,3.559.419,22.039,64.059,-,4.043.141,224042.0,173582.0,3559419.0,22039.0,64059.0,,4043141.0
TỔNG THU NHẬP HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,1.718.926,1.970.657,7.692.034,139.789,155.529,-,11.676.935,1718926.0,1970657.0,7692034.0,139789.0,155529.0,,11676935.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(731.784),(677.195),(6.172.143),(111.546),(145.162),-,(7.837.830),-731784.0,-677195.0,-6172143.0,-111546.0,-145162.0,,-7837830.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,987.142,1.293.462,1.519.891,28.243,10.367,-,3.839.105,987142.0,1293462.0,1519891.0,28243.0,10367.0,,3839105.0
Chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,-,-,(1.259.437),2.207,(334.884),-,(1.592.114),,,-1259437.0,2207.0,-334884.0,,-1592114.0
TỔNG LỢI NHUẬN/(LỒ) TRƯỚC THUẾ,Chi phí lãi và các chi phí tương tự > TỔNG LỢI NHUẬN/(LỒ) TRƯỚC THUẾ,TỔNG LỢI NHUẬN/(LỒ) TRƯỚC THUẾ,987.142,1.293.462,260.454,30.450,(324.517),-,2.246.991,987142.0,1293462.0,260454.0,30450.0,-324517.0,,2246991.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",1.071.024,856.352,4.144.683,67.695,239.795,-,6.379.549,1071024.0,856352.0,4144683.0,67695.0,239795.0,,6379549.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,190.200,359.548,8.063.687,386.745,611.322,-,9.611.502,190200.0,359548.0,8063687.0,386745.0,611322.0,,9611502.0
