row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Triệu VND,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2018) > Tài sảnTriệu VND,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2018) > Công nợTriệu VND,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Triệu VND,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2018) > Tài sảnTriệu VND,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2018) > Công nợTriệu VND
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,2.235.9337.238.536,-27.204,5.894-,22359337238536.0,-27204.0,
,,,9.474.469,27.204,5.894,9474469.0,27204.0,5894.0
Giao dịch quyền chọn▪ Bán quyền chọn tiền tệ,Giao dịch quyền chọn▪ Bán quyền chọn tiền tệ,Giao dịch quyền chọn▪ Bán quyền chọn tiền tệ,41.894,-,129,41894.0,,129.0
