row_label_raw,row_label_full,2017,Phát sinh trong năm > Số dưđầu nămTriệu VND,Phát sinh trong năm > Số phải nộpTriệu VND,Phát sinh trong năm > Số đã nộpTriệu VND,Phát sinh trong năm > Điều chỉnhkhácTriệu VND,Phát sinh trong năm > Số ducuối nămTriệu VND,numeric__Phát sinh trong năm > Số dưđầu nămTriệu VND,numeric__Phát sinh trong năm > Số phải nộpTriệu VND,numeric__Phát sinh trong năm > Số đã nộpTriệu VND,numeric__Phát sinh trong năm > Điều chỉnhkhácTriệu VND,numeric__Phát sinh trong năm > Số ducuối nămTriệu VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,(219.647),278.137,(73.348),(13.758),(28.616),-219647.0,278137.0,-73348.0,-13758.0,-28616.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,25.013,363.634,(354.572),-,34.075,25013.0,363634.0,-354572.0,,34075.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,37.727,249.340,(249.357),-,37.710,37727.0,249340.0,-249357.0,,37710.0
,,,(156.907),891.111,(677.277),(13.758),43.169,-156907.0,891111.0,-677277.0,-13758.0,43169.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
Thuế TNDN nộp thừa,Trong đó: > Thuế TNDN nộp thừa,Thuế TNDN nộp thừa,(242.188),,,,(51.811),-242188.0,,,,-51811.0
Thuế và các khoản phải nộpNhà nước,Trong đó: > Thuế và các khoản phải nộpNhà nước,Thuế và các khoản phải nộpNhà nước,85.281,,,,94.980,85281.0,,,,94980.0
