row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Thuyết minh,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,33.422.266,29.391.899,,33422266.0,29391899.0
Chi phí lãi và các chi phí tương tự đã trả,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(12.115.766),(12.286.554),,-12115766.0,-12286554.0
Thu nhập từ hoạt động dịch vụ nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.899.957,1.842.742,,1899957.0,1842742.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,2.895.619,1.622.283,,2895619.0,1622283.0
Thu nhập khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,559.799,119.376,,559799.0,119376.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",32,2.427.805,1.332.398,32.0,2427805.0,1332398.0
"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(8.746.509),(7.485.062),,-8746509.0,-7485062.0
Tiền thuế thu nhập thực nộp trong năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,36,(2.515.243),(1.857.117),36.0,-2515243.0,-1857117.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,17.827.928,12.679.965,,17827928.0,12679965.0
