row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
,,,triệu đồng,%,triệu đồng,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,18.440.306,"5,40",25.290.160,"8,90",18440306.0,5.4,25290160.0,8.9
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,4.629.942,"1,36",5.715.191,"2,01",4629942.0,1.36,5715191.0,2.01
Công ty TNHH MTV với vốn Nhà nước trên 50%,Công ty TNHH MTV với vốn Nhà nước trên 50%,Công ty TNHH MTV với vốn Nhà nước trên 50%,757.889,"0,22",653.232,"0,23",757889.0,0.22,653232.0,0.23
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,66.503.725,"19,49",50.436.083,"17,76",66503725.0,19.49,50436083.0,17.76
Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,3.143.279,"0,92",4.433.211,"1,56",3143279.0,0.92,4433211.0,1.56
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,85.421.224,"25,03",64.749.596,"22,80",85421224.0,25.03,64749596.0,22.8
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,7.370.440,"2,16",8.266.322,"2,91",7370440.0,2.16,8266322.0,2.91
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,90.999,"0,03",120.253,"0,04",90999.0,0.03,120253.0,0.04
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",152.072.652,"44,56",120.755.258,"42,53",152072652.0,44.56,120755258.0,42.53
"Dịch vụ hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",31.873,"0,01",34.581,"0,01",31873.0,0.01,34581.0,0.01
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,64.739,"0,02",202.241,"0,07",64739.0,0.02,202241.0,0.07
Dư nợ tại Chi nhánh nước ngoài,Dư nợ tại Chi nhánh nước ngoài,Dư nợ tại Chi nhánh nước ngoài,2.758.429,"0,80",3.344.252,"1,18",2758429.0,0.8,3344252.0,1.18
,,,341.285.497,100,284.000.380,100,341285497.0,100.0,284000380.0,100.0
