row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2021 triệu đồng,31/12/2020 triệu đồng,numeric__Thuyết minh,numeric__31/12/2021 triệu đồng,numeric__31/12/2020 triệu đồng
Hoạt động mua nợ,Dự phòng rủi ro chứng khoán kinh doanh > Hoạt động mua nợ,Hoạt động mua nợ,12,1.766,-,12.0,1766.0,
Mua nợ,Dự phòng rủi ro chứng khoán kinh doanh > Mua nợ,Mua nợ,,3.585,-,,3585.0,
Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(1.819),-,,-1819.0,
Chứng khoán đầu tư,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư,Chứng khoán đầu tư,,123.932.138,97.709.859,,123932138.0,97709859.0
Chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,122.210.871,95.925.708,131.0,122210871.0,95925708.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,2.139.335,2.218.235,132.0,2139335.0,2218235.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.4,(418.068),(434.084),134.0,-418068.0,-434084.0
"Góp vốn, đầu tư dài hạn","Dự phòng rủi ro chứng khoán kinh doanh > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,5.322.641,4.766.830,13.0,5322641.0,4766830.0
Đầu tư vào công ty con,Dự phòng rủi ro chứng khoán kinh doanh > Đầu tư vào công ty con,Đầu tư vào công ty con,14.1,4.980.566,4.403.566,141.0,4980566.0,4403566.0
Đầu tư dài hạn khác,Dự phòng rủi ro chứng khoán kinh doanh > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,374.850,444.939,142.0,374850.0,444939.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,14.2,(32.775),(81.675),142.0,-32775.0,-81675.0
Tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định,Tài sản cố định,,3.955.265,3.899.606,,3955265.0,3899606.0
Tài sản cố định hữu hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,2.938.131,2.859.616,15.0,2938131.0,2859616.0
Nguyên giá,Dự phòng rủi ro chứng khoán kinh doanh > Nguyên giá,Nguyên giá,,5.550.476,4.954.269,,5550476.0,4954269.0
Khẩu hao lũy kế,Dự phòng rủi ro chứng khoán kinh doanh > Khẩu hao lũy kế,Khẩu hao lũy kế,,(2.612.345),(2.094.653),,-2612345.0,-2094653.0
Tài sản cố định vô hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định vô hình,Tài sản cố định vô hình,16,1.017.134,1.039.990,16.0,1017134.0,1039990.0
Nguyên giá,Dự phòng rủi ro chứng khoán kinh doanh > Nguyên giá,Nguyên giá,,2.270.222,1.982.318,,2270222.0,1982318.0
Hao mòn lũy kế,Dự phòng rủi ro chứng khoán kinh doanh > Hao mòn lũy kế,Hao mòn lũy kế,,(1.253.088),(942.328),,-1253088.0,-942328.0
Tài sản có khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản có khác,Tài sản có khác,,24.994.999,19.450.890,,24994999.0,19450890.0
Các khoản phải thu,Dự phòng rủi ro chứng khoán kinh doanh > Các khoản phải thu,Các khoản phải thu,17.1,20.374.777,15.458.878,171.0,20374777.0,15458878.0
"Các khoản lãi, phí phải thu","Dự phòng rủi ro chứng khoán kinh doanh > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,3.911.181,3.313.461,,3911181.0,3313461.0
Tài sản có khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản có khác,Tài sản có khác,17.2,729.049,678.551,172.0,729049.0,678551.0
Trong đó: Lợi thế thương mại,Dự phòng rủi ro chứng khoán kinh doanh > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,18,38.090,47.613,18.0,38090.0,47613.0
Dự phòng rủi ro cho các tài sản có nội bảng khác,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro cho các tài sản có nội bảng khác,Dự phòng rủi ro cho các tài sản có nội bảng khác,17.3,(20.008),-,173.0,-20008.0,
TỔNG TÀI SẢN CÓ,Dự phòng rủi ro chứng khoán kinh doanh > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,577.009.653,477.839.594,,577009653.0,477839594.0
