row_label_raw,row_label_full,col_0,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,14.398.084,9.698.400,14398084.0,9698400.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản: > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(194.827),(424.912),-194827.0,-424912.0
- Thu nhập thuần của chi nhánh nước ngoài,Điều chỉnh cho các khoản: > - Thu nhập thuần của chi nhánh nước ngoài,- Thu nhập thuần của chi nhánh nước ngoài,(78.105),(92.288),-78105.0,-92288.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản: > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,14.792,13.905,14792.0,13905.0
Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Điều chỉnh cho các khoản: > Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Thu nhập chịu thuế ước tính trong năm tại Việt Nam,14.139.944,9.195.105,14139944.0,9195105.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,,,,
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Chi phí thuế TNDN trong năm > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),2.827.989,1.839.021,2827989.0,1839021.0
Thuế TNDN của các chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,15.674,19.032,15674.0,19032.0
Tổng chi phí thuế TNDN phát sinh trong năm,Chi phí thuế TNDN trong năm > Tổng chi phí thuế TNDN phát sinh trong năm,Tổng chi phí thuế TNDN phát sinh trong năm,2.843.663,1.858.053,2843663.0,1858053.0
Thuế TNDN phải trả đầu năm,Chi phí thuế TNDN trong năm > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,455.911,456.184,455911.0,456184.0
Thuế TNDN đã trả trong năm,Chi phí thuế TNDN trong năm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.515.243),(1.857.117),-2515243.0,-1857117.0
Điều chỉnh của chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Điều chỉnh của chi nhánh nước ngoài,Điều chỉnh của chi nhánh nước ngoài,2.985,(994),2985.0,-994.0
Trích nộp thuế bổ sung,Chi phí thuế TNDN trong năm > Trích nộp thuế bổ sung,Trích nộp thuế bổ sung,13.313,-,13313.0,
Chênh lệch tỷ giá hối đoái,Chi phí thuế TNDN trong năm > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,(1.642),(215),-1642.0,-215.0
Thuế TNDN phải trả cuối năm,Chi phí thuế TNDN trong năm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,798.987,455.911,798987.0,455911.0
