row_label_raw,row_label_full,col_0,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.056.511,2.270.134,3056511.0,2270134.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,1.190.064,883.998,1190064.0,883998.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,11.969,16.499,11969.0,16499.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,383.010,322.000,383010.0,322000.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,731.642,678.786,731642.0,678786.0
Thu phí khác,Thu phí khác,Thu phí khác,739.826,368.851,739826.0,368851.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(1.156.554),(427.392),-1156554.0,-427392.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(65.079),(64.147),-65079.0,-64147.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(31),(170),-31.0,-170.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(3.002),(205),-3002.0,-205.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(262.968),(150.072),-262968.0,-150072.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(13.259),(11.008),-13259.0,-11008.0
"Chi dịch vụ khác(chi các hoạt động ngân hàng số, thể,...)","Chi dịch vụ khác(chi các hoạt động ngân hàng số, thể,...)","Chi dịch vụ khác(chi các hoạt động ngân hàng số, thể,...)",(812.215),(201.790),-812215.0,-201790.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.899.957,1.842.742,1899957.0,1842742.0
