row_label_raw,row_label_full,col_0,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")","Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")","Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")",,,,
- Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"") > - Chi lãi tiền gửi không kỳ hạn và có kỳ hạn",- Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,(4.988),(5.643),-4988.0,-5643.0
- Cổ tức nhận được trong kỳ,"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"") > - Cổ tức nhận được trong kỳ",- Cổ tức nhận được trong kỳ,29.390,44.085,29390.0,44085.0
"Công ty Cổ phần Chứng khoán MB (""MBS"")","Công ty Cổ phần Chứng khoán MB (""MBS"")","Công ty Cổ phần Chứng khoán MB (""MBS"")",,,,
- Chi phí lãi tiền gửi,"Công ty Cổ phần Chứng khoán MB (""MBS"") > - Chi phí lãi tiền gửi",- Chi phí lãi tiền gửi,(44.125),(39.988),-44125.0,-39988.0
- Chi phí sử dụng dịch vụ của MBS,"Công ty Cổ phần Chứng khoán MB (""MBS"") > - Chi phí sử dụng dịch vụ của MBS",- Chi phí sử dụng dịch vụ của MBS,(58.709),(28.889),-58709.0,-28889.0
Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng,,,,
"Thương mại Cổ phần Quân đội (""MB AMC"")","Thương mại Cổ phần Quân đội (""MB AMC"")","Thương mại Cổ phần Quân đội (""MB AMC"")",,,,
- Chi phí lãi tiền gửi,"Thương mại Cổ phần Quân đội (""MB AMC"") > - Chi phí lãi tiền gửi",- Chi phí lãi tiền gửi,(13.569),(8.223),-13569.0,-8223.0
- Thu phí dịch vụ,"Thương mại Cổ phần Quân đội (""MB AMC"") > - Thu phí dịch vụ",- Thu phí dịch vụ,61.691,45.909,61691.0,45909.0
- Gửi tiền có kỳ hạn tại ngân hàng,"Thương mại Cổ phần Quân đội (""MB AMC"") > - Gửi tiền có kỳ hạn tại ngân hàng",- Gửi tiền có kỳ hạn tại ngân hàng,1.220.000,440.000,1220000.0,440000.0
- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,"Thương mại Cổ phần Quân đội (""MB AMC"") > - Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng",- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,(1.030.000),(489.900),-1030000.0,-489900.0
- Cổ tức nhận được trong kỳ,"Thương mại Cổ phần Quân đội (""MB AMC"") > - Cổ tức nhận được trong kỳ",- Cổ tức nhận được trong kỳ,154.480,143.994,154480.0,143994.0
- Chi phí sử dụng dịch vụ của AMC,"Thương mại Cổ phần Quân đội (""MB AMC"") > - Chi phí sử dụng dịch vụ của AMC",- Chi phí sử dụng dịch vụ của AMC,(395.390),(296.616),-395390.0,-296616.0
"Công ty Tài chính TNHH MB Shinsei (""Mcredit"")","Công ty Tài chính TNHH MB Shinsei (""Mcredit"")","Công ty Tài chính TNHH MB Shinsei (""Mcredit"")",,,,
- Thu nhập lãi tiền gửi,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Thu nhập lãi tiền gửi",- Thu nhập lãi tiền gửi,174.143,176.241,174143.0,176241.0
- Nhận tiền gửi có kỳ hạn của Ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Nhận tiền gửi có kỳ hạn của Ngân hàng",- Nhận tiền gửi có kỳ hạn của Ngân hàng,157.003.000,106.911.000,157003000.0,106911000.0
- Chi phí lãi tiền gửi,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Chi phí lãi tiền gửi",- Chi phí lãi tiền gửi,(2.952),(3.343),-2952.0,-3343.0
- Tất toán tiền gửi có kỳ hạn của Ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Tất toán tiền gửi có kỳ hạn của Ngân hàng",- Tất toán tiền gửi có kỳ hạn của Ngân hàng,(156.328.000),(105.613.000),-156328000.0,-105613000.0
- Gửi tiền có kỳ hạn tại ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Gửi tiền có kỳ hạn tại ngân hàng",- Gửi tiền có kỳ hạn tại ngân hàng,71.106.000,110.876.000,71106000.0,110876000.0
- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng",- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,(71.711.000),(110.371.000),-71711000.0,-110371000.0
