row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoàn nhập) trong năm (Thuyết minh số 31),Năm 2021 > 81.675 > (12.958),Năm 2020 > 81.675 > -,numeric__Năm 2021 > 81.675 > (12.958),numeric__Năm 2020 > 81.675 > -
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,(35.942),-,-35942.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,32.775,81.675,32775.0,81675.0
