row_label_raw,row_label_full,col_0,31/12/2021triệu đồng,31/12/2020triệu đồng,numeric__31/12/2021triệu đồng,numeric__31/12/2020triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,28.477.889,46.555.805,28477889.0,46555805.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,2.727.248,4.334.679,2727248.0,4334679.0
- Bằng VND,- Bằng VND,- Bằng VND,120.402,1.023.265,120402.0,1023265.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.606.846,3.311.414,2606846.0,3311414.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,25.750.641,42.221.126,25750641.0,42221126.0
- Bằng VND,- Bằng VND,- Bằng VND,22.004.930,37.946.390,22004930.0,37946390.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.745.711,4.274.736,3745711.0,4274736.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,9.835.452,3.692.308,9835452.0,3692308.0
Bằng VND,Bằng VND,Bằng VND,4.140.552,1.844.300,4140552.0,1844300.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,5.694.900,1.848.008,5694900.0,1848008.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(80.856),-,-80856.0,
,,,38.232.485,50.248.113,38232485.0,50248113.0
