row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2021 triệu đồng,31/12/2020 triệu đồng,numeric__Thuyết minh,numeric__31/12/2021 triệu đồng,numeric__31/12/2020 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và NHNN,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,19,262.281,15.383,19.0,262281.0,15383.0
Tiền gửi và vay các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,,46.808.878,43.544.588,,46808878.0,43544588.0
Tiền gửi của các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tín dụng khác,Tiền gửi của các tổ chức tín dụng khác,20.1,11.250.410,24.624.082,201.0,11250410.0,24624082.0
Vay các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tín dụng khác,Vay các tổ chức tín dụng khác,20.2,35.558.468,18.920.506,202.0,35558468.0,18920506.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,21,388.999.132,314.520.879,21.0,388999132.0,314520879.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",22,241.489,207.341,22.0,241489.0,207341.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,23,64.093.019,50.721.855,23.0,64093019.0,50721855.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,19.285.955,22.093.505,,19285955.0,22093505.0
"Các khoản lái, phí phải trả","NỘ PHẢI TRẢ > Các khoản lái, phí phải trả","Các khoản lái, phí phải trả",,5.144.992,4.839.149,,5144992.0,4839149.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,24,14.140.963,17.254.356,24.0,14140963.0,17254356.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,519.690.754,431.103.551,,519690754.0,431103551.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,,37.783.218,27.987.569,,37783218.0,27987569.0
Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,869.327,1.177.563,,869327.0,1177563.0
Cổ phiếu quỹ,VỐN CHỦ SỞ HỮU > Cổ phiếu quỹ,Cổ phiếu quỹ,,-,(564.397),,,-564397.0
Quỹ của TCTD,VỐN CHỦ SỞ HỮU > Quỹ của TCTD,Quỹ của TCTD,,7.064.606,6.032.564,,7064606.0,6032564.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,11.601.748,12.102.744,,11601748.0,12102744.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,26,57.318.899,46.736.043,26.0,57318899.0,46736043.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,577.009.653,477.839.594,,577009653.0,477839594.0
