row_label_raw,row_label_full,col_0,Quá hạn triệu đồng,Không chịu lãi triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Quá hạn triệu đồng,numeric__Không chịu lãi triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3 tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12 tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,3.473.732,-,-,-,-,-,-,3.473.732,,3473732.0,,,,,,,3473732.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,38.041.371,-,-,-,-,-,-,38.041.371,,38041371.0,,,,,,,38041371.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),80.400,-,23.330.071,8.960.168,5.083.726,858.976,-,-,38.313.341,80400.0,,23330071.0,8960168.0,5083726.0,858976.0,,,38313341.0
Chứng khoán kinh doanh,Tài sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,5.614.680,-,-,-,-,-,5.614.680,,,5614680.0,,,,,,5614680.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,(1.386.559),(2.822.094),1.124.306,2.265.387,1.092.699,-,273.739,,,-1386559.0,-2822094.0,1124306.0,2265387.0,1092699.0,,273739.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),3.943.528,-,113.020.932,149.541.540,22.876.773,18.170.205,31.383.104,2.353.000,341.289.082,3943528.0,,113020932.0,149541540.0,22876773.0,18170205.0,31383104.0,2353000.0,341289082.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),50.000,-,8.049.556,33.625.687,11.683.517,15.817.575,18.508.526,36.615.345,124.350.206,50000.0,,8049556.0,33625687.0,11683517.0,15817575.0,18508526.0,36615345.0,124350206.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,5.355.416,-,-,-,-,-,-,5.355.416,,5355416.0,,,,,,,5355416.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,3.955.265,-,-,-,-,-,-,3.955.265,,3955265.0,,,,,,,3955265.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),20.008,24.994.999,-,-,-,-,-,-,25.015.007,20008.0,24994999.0,,,,,,,25015007.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,4.093.936,75.820.783,148.628.680,189.305.301,40.768.322,37.112.143,50.984.329,38.968.345,585.681.839,4093936.0,75820783.0,148628680.0,189305301.0,40768322.0,37112143.0,50984329.0,38968345.0,585681839.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,,,262.281,,,,,,262.281,,,262281.0,,,,,,262281.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,,,17.505.865,12.809.496,13.641.732,1.247.735,1.604.050,-,46.808.878,,,17505865.0,12809496.0,13641732.0,1247735.0,1604050.0,,46808878.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,238.161.790,45.251.031,46.828.722,42.364.354,16.292.093,101.142,388.999.132,,,238161790.0,45251031.0,46828722.0,42364354.0,16292093.0,101142.0,388999132.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,-,16.213,225.276,-,-,-,241.489,,,,16213.0,225276.0,,,,241489.0
Phát hành giấy tờ có giả,Nợ phải trả > Phát hành giấy tờ có giả,Phát hành giấy tờ có giả,-,-,3.199.827,6.199.794,3.799.766,19.828.142,25.260.736,5.804.754,64.093.019,,,3199827.0,6199794.0,3799766.0,19828142.0,25260736.0,5804754.0,64093019.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,19.285.955,-,-,-,-,-,-,19.285.955,,19285955.0,,,,,,,19285955.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,19.285.955,259.129.763,64.276.534,64.495.496,63.440.231,43.156.879,5.905.896,519.690.754,,19285955.0,259129763.0,64276534.0,64495496.0,63440231.0,43156879.0,5905896.0,519690754.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,4.093.936,56.534.828,(110.501.083),125.028.767,(23.727.174),(26.328.088),7.827.450,33.062.449,65.991.085,4093936.0,56534828.0,-110501083.0,125028767.0,-23727174.0,-26328088.0,7827450.0,33062449.0,65991085.0
