row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021,Tổng giá trị cửa hợp đồng theo tỷ giá ngày hiệu lực hợp đồng triệu đồng > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2021,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị cửa hợp đồng theo tỷ giá ngày hiệu lực hợp đồng triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2021,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2021
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,24.600.109,24.600.824,(24.545.162),55.662,24600109.0,24600824.0,-24545162.0,55662.0
Giao dịch hoán đổi,Giao dịch hoán đổi,Giao dịch hoán đổi,140.389.143,140.464.814,(140.246.737),218.077,140389143.0,140464814.0,-140246737.0,218077.0
,,,164.989.252,165.065.638,(164.791.899),273.739,164989252.0,165065638.0,-164791899.0,273739.0
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2020 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,10.348.397,10.339.860,(10.312.953),26.907,10348397.0,10339860.0,-10312953.0,26907.0
Giao dịch hoán đổi,Tại ngày 31 tháng 12 năm 2020 > Giao dịch hoán đổi,Giao dịch hoán đổi,148.122.582,148.031.725,(148.032.366),(641),148122582.0,148031725.0,-148032366.0,-641.0
,,,158.470.979,158.371.585,(158.345.319),26.266,158470979.0,158371585.0,-158345319.0,26266.0
