row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoàn nhập) trong năm (Thuyết minh số 31),Chứng khoán đầu tư sẵn sáng để bán triệu đồng > 376.977 > (23.506),Chứng khoán đầu tư giữ đến ngày đáo hạn triệu đồng > 57.107 > 8.563,Tổng cộng triệu đồng > 434.084 > (14.943),numeric__Chứng khoán đầu tư sẵn sáng để bán triệu đồng > 376.977 > (23.506),numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn triệu đồng > 57.107 > 8.563,numeric__Tổng cộng triệu đồng > 434.084 > (14.943)
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,(1.073),-,(1.073),-1073.0,,-1073.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,352.398,65.670,418.068,352398.0,65670.0,418068.0
