row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2020 > Lợi nhuận thuần trong năm > Trích lập quỹ trong năm > Sử dụng quỹ trong năm
Phát hành cổ phiếu để trả cổ tức,Phát hành cổ phiếu để trả cổ tức,Phát hành cổ phiếu để trả cổ tức
Bán cổ phiếu quỹ trong năm,Bán cổ phiếu quỹ trong năm,Bán cổ phiếu quỹ trong năm
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm
Điều chỉnh theo báo cáo kiểm toán tại chính nhước ngoài,Điều chỉnh theo báo cáo kiểm toán tại chính nhước ngoài,Điều chỉnh theo báo cáo kiểm toán tại chính nhước ngoài
Biến động khác,Biến động khác,Biến động khác
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm
Trích lập quỹ trong năm,Trích lập quỹ trong năm,Trích lập quỹ trong năm
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi
Sử dụng trong kỳ,Sử dụng trong kỳ,Sử dụng trong kỳ
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu
Chia cổ phiếu quỹ cho cổ đông hiện hữu,Chia cổ phiếu quỹ cho cổ đông hiện hữu,Chia cổ phiếu quỹ cho cổ đông hiện hữu
Biến động khác,Biến động khác,Biến động khác
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021
