row_label_raw,row_label_full,col_0,xuông,05 năm,2018-19 năm,31.12,numeric__xuông,numeric__05 năm,numeric__2018-19 năm,numeric__31.12
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,166.742.868.656,,,166.742.868.656,166742868656.0,,,166742868656.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,108.803.239.940,10.211.507.100,,119.014.747.040,108803239940.0,10211507100.0,,119014747040.0
Vay và nợ,Vay và nợ,Vay và nợ,338.556.294.808,94.758.333.334,,433.314.628.142,338556294808.0,94758333334.0,,433314628142.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,28.118.597.627,,,28.118.597.627,28118597627.0,,,28118597627.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,34.020.233.167,,,34.020.233.167,34020233167.0,,,34020233167.0
Cộng,Cộng,Cộng,676.241.234.198,104.969.840.434,,781.211.074.632,676241234198.0,104969840434.0,,781211074632.0
