row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,544.763.273.947,345.637.714.092,,,544763273947.0,345637714092.0
02,02,02,2. Các khoản giảm trừ doanh thu,,,,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,544.763.273.947,345.637.714.092,,,544763273947.0,345637714092.0
11,02 > 11,11,4. Giá vốn hàng bán,VI.02,477.337.289.996,308.780.185.700,,,477337289996.0,308780185700.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,67.425.983.951,36.857.528.392,,,67425983951.0,36857528392.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,VI.03,28.620.814.527,8.631.010.269,,,28620814527.0,8631010269.0
22,02 > 22,22,7. Chi phí tài chính,VI.04,29.789.067.552,6.703.615.330,,,29789067552.0,6703615330.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,29.789.067.552,6.703.615.330,,,29789067552.0,6703615330.0
24,24,24,8. Chi phí bán hàng,,,,,,,
25,24 > 25,25,9. Chi phí quản lý doanh nghiệp,VI.05,20.863.981.680,16.011.654.305,,,20863981680.0,16011654305.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,45.393.749.246,22.773.269.026,,,45393749246.0,22773269026.0
31,24 > 31,31,11. Thu nhập khác,VI.06,324.320.371,15.605.497,,,324320371.0,15605497.0
32,24 > 32,32,12. Chi phí khác,VI.07,333.651.011,3.802.680.733,,,333651011.0,3802680733.0
40,24 > 40,40,13. Lợi nhuận khác,,(9.330.640),(3.787.075.236),,,-9330640.0,-3787075236.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,45.384.418.606,18.986.193.790,,,45384418606.0,18986193790.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.09,4.601.890.606,2.473.947.351,,,4601890606.0,2473947351.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,,,,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,40.782.528.000,16.512.246.439,,,40782528000.0,16512246439.0
