row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trích trước chi phí phát triển các dự án bất động sản,Ngắn hạn > Trích trước chi phí phát triển các dự án bất động sản,Trích trước chi phí phát triển các dự án bất động sản,78.805.641.327,142.634.148.866,78805641327.0,142634148866.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,70.081.267.190,144.246.337.676,70081267190.0,144246337676.0
Trích trước chi phí cho hoạt động của khách sạn Oakwood Residence Hanoi,Ngắn hạn > Trích trước chi phí cho hoạt động của khách sạn Oakwood Residence Hanoi,Trích trước chi phí cho hoạt động của khách sạn Oakwood Residence Hanoi,15.449.543.183,13.592.411.631,15449543183.0,13592411631.0
Chi phí phải trả khác,Ngắn hạn > Chi phí phải trả khác,Chi phí phải trả khác,8.515.663.129,9.053.452.091,8515663129.0,9053452091.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,172.852.114.829,309.526.350.264,172852114829.0,309526350264.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả ngắn hạn từ bên liên quan (Thuyết minh số 32),Trong đó: > Chi phí phải trả ngắn hạn từ bên liên quan (Thuyết minh số 32),Chi phí phải trả ngắn hạn từ bên liên quan (Thuyết minh số 32),5.545.305.697,1.565.605.442,5545305697.0,1565605442.0
Chi phí phải trả ngắn hạn từ bên khác,Trong đó: > Chi phí phải trả ngắn hạn từ bên khác,Chi phí phải trả ngắn hạn từ bên khác,167.306.809.132,307.960.744.822,167306809132.0,307960744822.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả,Dài hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,-,2.709.419.858,,2709419858.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,-,2.709.419.858,,2709419858.0
