row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí hoa hồng môi giới,Ngắn hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,7.758.811.281,-,7758811281.0,
"Chi phí tư vấn, bảo hiểm","Ngắn hạn > Chi phí tư vấn, bảo hiểm","Chi phí tư vấn, bảo hiểm",3.851.293.881,2.319.004.309,3851293881.0,2319004309.0
Chi phí truyền thông quảng cáo,Ngắn hạn > Chi phí truyền thông quảng cáo,Chi phí truyền thông quảng cáo,2.985.039.795,355.640.597,2985039795.0,355640597.0
Chi phí hỗ trợ lãi suất,Ngắn hạn > Chi phí hỗ trợ lãi suất,Chi phí hỗ trợ lãi suất,2.736.123.861,-,2736123861.0,
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,2.591.564.297,266.114.032,2591564297.0,266114032.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,19.922.833.115,2.940.758.938,19922833115.0,2940758938.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ phục vụ Dư án Khu dịch vụ căn hộ khách sạn Hồ Tây (i)","Dài hạn > Công cụ, dụng cụ phục vụ Dư án Khu dịch vụ căn hộ khách sạn Hồ Tây (i)","Công cụ, dụng cụ phục vụ Dư án Khu dịch vụ căn hộ khách sạn Hồ Tây (i)",17.414.115.371,31.418.145.675,17414115371.0,31418145675.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",1.284.586.789,548.013.576,1284586789.0,548013576.0
"Chi phí cải tạo, sửa chữa văn phòng","Dài hạn > Chi phí cải tạo, sửa chữa văn phòng","Chi phí cải tạo, sửa chữa văn phòng",1.029.831.312,855.882.856,1029831312.0,855882856.0
Chi phí hoa hồng môi giới,Dài hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,915.517.748,1.102.105.129,915517748.0,1102105129.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,2.549.993.006,3.467.650.238,2549993006.0,3467650238.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,23.194.044.226,37.391.797.474,23194044226.0,37391797474.0
