row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Tiền vi phạm hợp đồng,Thu nhập khác > Tiền vi phạm hợp đồng,Tiền vi phạm hợp đồng,8.995.650.716,866.017.011,8995650716.0,866017011.0
Thanh lý TSCĐ,Thu nhập khác > Thanh lý TSCĐ,Thanh lý TSCĐ,1.392.537.887,52.067.338,1392537887.0,52067338.0
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,127.611.288,73.766.231,127611288.0,73766231.0
,,,10.515.799.891,991.850.580,10515799891.0,991850580.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
"Chi tài trợ, ứng hộ","Chi phí khác > Chi tài trợ, ứng hộ","Chi tài trợ, ứng hộ",4.120.000.000,2.000.000.000,4120000000.0,2000000000.0
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,381.039.800,99.318.185,381039800.0,99318185.0
"Thanh lý, nhượng bán TSCĐ","Chi phí khác > Thanh lý, nhượng bán TSCĐ","Thanh lý, nhượng bán TSCĐ",-,28.869.628,,28869628.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,2.651.951.701,934.625.637,2651951701.0,934625637.0
,,,7.152.991.501,3.062.813.450,7152991501.0,3062813450.0
LỢI NHUẬN/(LỔ) KHÁC,Chi phí khác > LỢI NHUẬN/(LỔ) KHÁC,LỢI NHUẬN/(LỔ) KHÁC,3.362.808.390,(2.070.962.870),3362808390.0,-2070962870.0
