row_label_raw,row_label_full,Bên tư vấn phát hành > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam > Công ty Cổ phần Chứng khoán SSI - Chi nhánh Hà Nội > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam > Công ty Cổ phần Chứng khoán SSI – Chi nhánh Hà Nội > Công ty Cổ phần Chứng khoán VPBank > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,Số cuối năm (VND) > 646.954.527.511 > 246.652.529.679 > 244.702.117.063 > 148.886.125.687 > 147.016.423.358 > 146.309.424.657 > 131.807.106.650,Kỳ hạn trả gốc và lãi > Gốc trái phiếu đáo hạn tháng 1 năm 2027. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 12 năm 2027. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 8 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 6 năm 2026. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu được đáo hạn vào tháng 12 năm 2028. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 5 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu được đáo hạn vào tháng 10 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,"Lãi suất/năm > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > Lãi suất áp dụng 4 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm > 10% > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > 11% > Lãi suất áp dụng 2 kỳ đầu tiên: 10,5%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm > 10%",Tài sản đảm bảo > (i) > Đảm bảo bởi 14.000.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 12.500.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 9.600.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 9.500.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 6.250.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 6.660.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty,numeric__Số cuối năm (VND) > 646.954.527.511 > 246.652.529.679 > 244.702.117.063 > 148.886.125.687 > 147.016.423.358 > 146.309.424.657 > 131.807.106.650,numeric__Kỳ hạn trả gốc và lãi > Gốc trái phiếu đáo hạn tháng 1 năm 2027. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 12 năm 2027. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 8 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 6 năm 2026. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu được đáo hạn vào tháng 12 năm 2028. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 5 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu được đáo hạn vào tháng 10 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,"numeric__Lãi suất/năm > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > Lãi suất áp dụng 4 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm > 10% > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > 11% > Lãi suất áp dụng 2 kỳ đầu tiên: 10,5%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm > 10%",numeric__Tài sản đảm bảo > (i) > Đảm bảo bởi 14.000.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 12.500.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 9.600.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 9.500.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 6.250.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty > Đảm bảo bởi 6.660.000 cổ phiếu phổ thông của Công ty được năm giữ bởi bên liên quan của Công ty
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.712.328.254.605,,,,1712328254605.0,,,
Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,148.886.125.6871.563.442.128.918,,,,1.4888612568715634e+24,,,
