row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,
Công ty Cổ phần Đầu tư Grand Home,Công ty Cổ phần Đầu tư Grand Home,Công ty Cổ phần Đầu tư Grand Home,Công ty con,
Công ty Cổ phần Đầu tư Bất động sản Tân Trí,Công ty Cổ phần Đầu tư Bất động sản Tân Trí,Công ty Cổ phần Đầu tư Bất động sản Tân Trí,Công ty con,
Công ty Cổ phần Văn Phú - Bắc Ái,Công ty Cổ phần Văn Phú - Bắc Ái,Công ty Cổ phần Văn Phú - Bắc Ái,Công ty con,
Công ty TNHH Văn Phú Resort – Lộc Bình,Công ty TNHH Văn Phú Resort – Lộc Bình,Công ty TNHH Văn Phú Resort – Lộc Bình,Công ty con,
Công ty Cổ phần Union Success Việt Nam,Công ty Cổ phần Union Success Việt Nam,Công ty Cổ phần Union Success Việt Nam,Công ty con,
Công ty Cổ phần Đầu tư và Quản lý Khách sạn Văn Phú,Công ty Cổ phần Đầu tư và Quản lý Khách sạn Văn Phú,Công ty Cổ phần Đầu tư và Quản lý Khách sạn Văn Phú,Công ty con,
Công ty TNHH Thương mại và dịch vụ Sơn Thắng,Công ty TNHH Thương mại và dịch vụ Sơn Thắng,Công ty TNHH Thương mại và dịch vụ Sơn Thắng,Công ty con,
Công ty Cổ phần Văn Phú Homes,Công ty Cổ phần Văn Phú Homes,Công ty Cổ phần Văn Phú Homes,Công ty con từ ngày 16 tháng 6 năm 2025,
Công ty Cổ phần Đầu tư xây dựng New Tech,Công ty Cổ phần Đầu tư xây dựng New Tech,Công ty Cổ phần Đầu tư xây dựng New Tech,Công ty con từ ngày 28 tháng 3 năm 2025,
Công ty cổ phần Văn Phú - B&C,Công ty cổ phần Văn Phú - B&C,Công ty cổ phần Văn Phú - B&C,"Công ty con đến ngày 19 tháng 11 năm 2025, sau đó thành công ty liên kết",
