row_label_raw,row_label_full,Ông Tô Như Toàn,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Phó Chủ tịch,,,
Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Phó Chủ tịch,,,
Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Phó Chủ tịch,bổ nhiệm ngày 23 tháng 4 năm 2025,,
Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Thành viên,,,
Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Thành viên,,,
Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Thành viên độc lập,,,
Ông Nguyễn Thái Sơn,Ông Nguyễn Thái Sơn,Ông Nguyễn Thái Sơn,Thành viên độc lập,,,
