row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ chuyển nhượng bất động sản,Ngắn hạn > Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,184.484.670.780,32.341.683.815,184484670780.0,32341683815.0
Phải thu từ hoạt động khác,Ngắn hạn > Phải thu từ hoạt động khác,Phải thu từ hoạt động khác,78.068.030.307,118.850.573.110,78068030307.0,118850573110.0
- Công ty Cổ phần Union Success Việt Nam,Ngắn hạn > - Công ty Cổ phần Union Success Việt Nam,- Công ty Cổ phần Union Success Việt Nam,38.588.556.268,318.619.892,38588556268.0,318619892.0
- Ban quản lý đầu tư xây dựng công trình giao thông Hà Nội,Ngắn hạn > - Ban quản lý đầu tư xây dựng công trình giao thông Hà Nội,- Ban quản lý đầu tư xây dựng công trình giao thông Hà Nội,11.111.191.000,11.111.191.000,11111191000.0,11111191000.0
- Công ty TNHH MTV Đầu tư Hùng Sơn,Ngắn hạn > - Công ty TNHH MTV Đầu tư Hùng Sơn,- Công ty TNHH MTV Đầu tư Hùng Sơn,3.756.857.014,76.250.937.921,3756857014.0,76250937921.0
- Công ty TNHH Hồ Tây Một Thành Viên,Ngắn hạn > - Công ty TNHH Hồ Tây Một Thành Viên,- Công ty TNHH Hồ Tây Một Thành Viên,2.349.877.508,7.961.862.300,2349877508.0,7961862300.0
- Phải thu khách hàng khác,Ngắn hạn > - Phải thu khách hàng khác,- Phải thu khách hàng khác,22.261.548.517,23.207.961.997,22261548517.0,23207961997.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,262.552.701.087,151.192.256.925,262552701087.0,151192256925.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các bên khác,Trong đó: > Phải thu ngắn hạn từ các bên khác,Phải thu ngắn hạn từ các bên khác,194.958.087.293,137.138.773.571,194958087293.0,137138773571.0
Phải thu ngắn hạn từ bên liên quan (Thuyết minh số 32),Trong đó: > Phải thu ngắn hạn từ bên liên quan (Thuyết minh số 32),Phải thu ngắn hạn từ bên liên quan (Thuyết minh số 32),67.594.613.794,14.053.483.354,67594613794.0,14053483354.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ hoạt động khác từ Công ty TNHH Hồ Tây Một Thành Viên,Dài hạn > Phải thu từ hoạt động khác từ Công ty TNHH Hồ Tây Một Thành Viên,Phải thu từ hoạt động khác từ Công ty TNHH Hồ Tây Một Thành Viên,-,3.378.885.790,,3378885790.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,-,3.378.885.790,,3378885790.0
Dự phòng phải thu ngắn hạn khó đòi,Dài hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(21.718.695.257),(21.718.695.257),-21718695257.0,-21718695257.0
