row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2023,01/01/2023,numeric__Thuyết minh,numeric__31/12/2023,numeric__01/01/2023
IX. Tài sản cố định,IX. Tài sản cố định,IX. Tài sản cố định,,785.746,743.115,,785746.0,743115.0
1 Tài sản cố định hữu hình,1 Tài sản cố định hữu hình,1 Tài sản cố định hữu hình,V.07,171 708,164 854,,,
a Nguyễn giá tài sản cố định,1 Tài sản cố định hữu hình > a Nguyễn giá tài sản cố định,a Nguyễn giá tài sản cố định,,363.648,382 055,,363648.0,
b Hao mòn tài sản cố định,1 Tài sản cố định hữu hình > b Hao mòn tài sản cố định,b Hao mòn tài sản cố định,,(191.940),(217 201),,-191940.0,
2 Tài sản cố định thuê tài chính,2 Tài sản cố định thuê tài chính,2 Tài sản cố định thuê tài chính,,-,-,,,
3 Tài sản cố định vô hình,3 Tài sản cố định vô hình,3 Tài sản cố định vô hình,V.08,614 038,578 261,,,
a Nguyễn giá tài sản cố định,a Nguyễn giá tài sản cố định,a Nguyễn giá tài sản cố định,,735 147,678 926,,,
b Hao mòn tài sản cố định,b Hao mòn tài sản cố định,b Hao mòn tài sản cố định,,(121 109),(100 665),,,
X. Bất động sản đầu tư,X. Bất động sản đầu tư,X. Bất động sản đầu tư,,-,-,,,
XI. Tài sản cố khác,X. Bất động sản đầu tư > XI. Tài sản cố khác,XI. Tài sản cố khác,V.9,16.434.673,14.218.564,,16434673.0,14218564.0
1 Các khoản phải thu,X. Bất động sản đầu tư > 1 Các khoản phải thu,1 Các khoản phải thu,"V 9.1, 2",10.601.989,10.646 522,,10601989.0,
"2 Các khoản lãi, phí phải thu","X. Bất động sản đầu tư > 2 Các khoản lãi, phí phải thu","2 Các khoản lãi, phí phải thu",,3.569.597,1.513.406,,3569597.0,1513406.0
3 Tài sản thuế TNDN hoãn lai,3 Tài sản thuế TNDN hoãn lai,3 Tài sản thuế TNDN hoãn lai,,-,-,,,
4 Tài sản Có khác,4 Tài sản Có khác,4 Tài sản Có khác,V 9.3,2.482 357,2 258.636,,,
- Trong do Lợi thế thương mại,- Trong do Lợi thế thương mại,- Trong do Lợi thế thương mại,,-,-,,,
5. Các khoản dự phòng rừ ro cho các tài sản Có nôi bảng khác,5. Các khoản dự phòng rừ ro cho các tài sản Có nôi bảng khác,5. Các khoản dự phòng rừ ro cho các tài sản Có nôi bảng khác,V 9.4,(219 270),(200 000),,,
TỔNG TÀI SẢN CỐ,5. Các khoản dự phòng rừ ro cho các tài sản Có nôi bảng khác > TỔNG TÀI SẢN CỐ,TỔNG TÀI SẢN CỐ,,96.249.499,89.847.242,,96249499.0,89847242.0
