row_label_raw,row_label_full,"1. Tiền mặt, vàng bạc, đá quý",31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
Tiền mặt bằng VND,Tiền mặt bằng VND,Tiền mặt bằng VND,224.404,328 825,224404.0,
Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,24.109,55 206,24109.0,
Tổng cộng,Tổng cộng,Tổng cộng,248.513,384.031,248513.0,384031.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,31/12/2023,01/01/2023,,
Tiền gửi thanh toán tại Ngân hàng Nha nước,Tiền gửi thanh toán tại Ngân hàng Nha nước,Tiền gửi thanh toán tại Ngân hàng Nha nước,2 287.057,3 749 729,,
Băng VND,Băng VND,Băng VND,2 251 489,3 695 467,,
Băng ngoại tệ,Băng VND > Băng ngoại tệ,Băng ngoại tệ,35.568,54 262,35568.0,
Tổng cộng,Băng VND > Tổng cộng,Tổng cộng,2.287.057,3.749.729,2287057.0,3749729.0
