row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Năm 2023,Năm 2022,numeric__Thuyết minh,numeric__Năm 2023,numeric__Năm 2022
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01 Làng vốn cỏ phần tư góp vốn và/hoặc phát hành cố phiếu,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 01 Làng vốn cỏ phần tư góp vốn và/hoặc phát hành cố phiếu,01 Làng vốn cỏ phần tư góp vốn và/hoặc phát hành cố phiếu,,-,1.500.000,,,1500000.0
02 Tiền thu tư phat hành giấy tờ có giá dài hạn du điều kiện tinh vào vốn tự có va các khoản vốn vay dài hạn khác,02 Tiền thu tư phat hành giấy tờ có giá dài hạn du điều kiện tinh vào vốn tự có va các khoản vốn vay dài hạn khác,02 Tiền thu tư phat hành giấy tờ có giá dài hạn du điều kiện tinh vào vốn tự có va các khoản vốn vay dài hạn khác,,-,-,,,
03 Tiền chỉ thanh toan giấy tờ có gia dài hạn đủ điều kiện tinh vào vốn tự có va các khoản vốn vay dài hạn khác,03 Tiền chỉ thanh toan giấy tờ có gia dài hạn đủ điều kiện tinh vào vốn tự có va các khoản vốn vay dài hạn khác,03 Tiền chỉ thanh toan giấy tờ có gia dài hạn đủ điều kiện tinh vào vốn tự có va các khoản vốn vay dài hạn khác,,-,-,,,
"04. Cò tục tra cho có đông, lợi nhuận dà chia","04. Cò tục tra cho có đông, lợi nhuận dà chia","04. Cò tục tra cho có đông, lợi nhuận dà chia",,-,-,,,
05 Tiền chỉ ra mua cố phiếu quỹ,05 Tiền chỉ ra mua cố phiếu quỹ,05 Tiền chỉ ra mua cố phiếu quỹ,,-,-,,,
06 Tiền thu được do bán cỏ phiếu quỹ,06 Tiền thu được do bán cỏ phiếu quỹ,06 Tiền thu được do bán cỏ phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền tử hoạt động tài chính,06 Tiền thu được do bán cỏ phiếu quỹ > III. Lưu chuyển tiền tử hoạt động tài chính,III. Lưu chuyển tiền tử hoạt động tài chính,,-,1.500.000,,,1500000.0
IV. Lưu chuyển tiền thuân trong kỳ,06 Tiền thu được do bán cỏ phiếu quỹ > IV. Lưu chuyển tiền thuân trong kỳ,IV. Lưu chuyển tiền thuân trong kỳ,,(4.795.941),10.518.851,,-4795941.0,10518851.0
V. Tiền và các khoản tương đương tiền đầu kỳ,06 Tiền thu được do bán cỏ phiếu quỹ > V. Tiền và các khoản tương đương tiền đầu kỳ,V. Tiền và các khoản tương đương tiền đầu kỳ,,15.792.414,5 273.563,,15792414.0,
VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền cuối kỳ,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền cuối kỳ,VII. Tiền và các khoản tương đương tiền cuối kỳ,VII.24,10.996.473,15.792.414,,10996473.0,15792414.0
