row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Năm 2023,Năm 2022,numeric__Thuyết minh,numeric__Năm 2023,numeric__Năm 2022
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15 Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15 Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15 Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,-,(1 778),,,
16 Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,16 Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,16 Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,,513 057,7 907 949,,,
17 Tăng/(Giảm) tiền gửi của khách hàng,17 Tăng/(Giảm) tiền gửi của khách hàng,17 Tăng/(Giảm) tiền gửi của khách hàng,,5 499.885,6 830.236,,,
18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG dược tính vào hoạt động tài chính),18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG dược tính vào hoạt động tài chính),18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG dược tính vào hoạt động tài chính),,1.170 151,(16 426),,,
"19. Tăng/(Giảm) vốn tài trợ, uy thác đầu tư, cho vay mà TCTD chịu rủi ro","18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG dược tính vào hoạt động tài chính) > 19. Tăng/(Giảm) vốn tài trợ, uy thác đầu tư, cho vay mà TCTD chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, uy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(5.582),(21 444),,-5582.0,
20 Tăng/(Giảm) các công cu tài chính phải sinh và các khoản nợ tài chính khác,18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG dược tính vào hoạt động tài chính) > 20 Tăng/(Giảm) các công cu tài chính phải sinh và các khoản nợ tài chính khác,20 Tăng/(Giảm) các công cu tài chính phải sinh và các khoản nợ tài chính khác,,26.407,(39.179),,26407.0,-39179.0
21 Tăng/(Giảm) khác về công nợ hoạt động,18 Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG dược tính vào hoạt động tài chính) > 21 Tăng/(Giảm) khác về công nợ hoạt động,21 Tăng/(Giảm) khác về công nợ hoạt động,,(406.392),(58 673),,-406392.0,
22 Chỉ từ các quỹ của tổ chức tín dung,22 Chỉ từ các quỹ của tổ chức tín dung,22 Chỉ từ các quỹ của tổ chức tín dung,,-,-,,,
I. Lưu chuyển tiền thuần từ hoạt động kính doanh,22 Chỉ từ các quỹ của tổ chức tín dung > I. Lưu chuyển tiền thuần từ hoạt động kính doanh,I. Lưu chuyển tiền thuần từ hoạt động kính doanh,,(4.680.073),9.092.445,,-4680073.0,9092445.0
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01 Mua sắm TSCĐ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01 Mua sắm TSCĐ,01 Mua sắm TSCĐ,,(105.463),(73 726),,-105463.0,
"02 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02 Tiền thu từ thanh lý, nhượng bán TSCĐ","02 Tiền thu từ thanh lý, nhượng bán TSCĐ",,1 370,185,,,185.0
"03 Tiền chỉ từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03 Tiền chỉ từ thanh lý, nhượng bán TSCĐ","03 Tiền chỉ từ thanh lý, nhượng bán TSCĐ",,(11.775),(53),,-11775.0,-53.0
04 Mua sắm bất động sản đầu tư,04 Mua sắm bất động sản đầu tư,04 Mua sắm bất động sản đầu tư,,-,-,,,
"05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư",,-,-,,,
"06. Tiền chỉ ra do bán, thanh lý bất động sản đầu tư","06. Tiền chỉ ra do bán, thanh lý bất động sản đầu tư","06. Tiền chỉ ra do bán, thanh lý bất động sản đầu tư",,-,-,,,
"07 Tiền chỉ đầu tư, góp vốn vào các đơn vi khác","07 Tiền chỉ đầu tư, góp vốn vào các đơn vi khác","07 Tiền chỉ đầu tư, góp vốn vào các đơn vi khác",,-,-,,,
"08 Tiền thu đầu tư, góp vốn vào các đơn vi khác","08 Tiền thu đầu tư, góp vốn vào các đơn vi khác","08 Tiền thu đầu tư, góp vốn vào các đơn vi khác",,-,-,,,
"09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,-,-,,,
II. Lưu chuyển tiền từ hoạt động đầu tư,"09. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn > II. Lưu chuyển tiền từ hoạt động đầu tư",II. Lưu chuyển tiền từ hoạt động đầu tư,,(115.868),(73.594),,-115868.0,-73594.0
