row_label_raw,row_label_full,10. Tiền gửi và vay các TCTD khác,31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,,,,
a Tiền gửi không kỳ han,Tiền gửi của các TCTD khác > a Tiền gửi không kỳ han,a Tiền gửi không kỳ han,5.023.296,2 517 244,5023296.0,
- Băng VND,- Băng VND,- Băng VND,5 023.229,2 517 181,,
- Bằng ngoại hồi,- Băng VND > - Bằng ngoại hồi,- Bằng ngoại hồi,67,63,67.0,63.0
b Tiền gửi có kỳ han,- Băng VND > b Tiền gửi có kỳ han,b Tiền gửi có kỳ han,4.007.005,6.000 000,4007005.0,
- Bằng VND,- Bằng VND,- Bằng VND,4.007 005,6 000 000,,
- Bằng ngoại hồi,- Bằng ngoại hồi,- Bằng ngoại hồi,-,-,,
Cộng,- Bằng ngoại hồi > Cộng,Cộng,9.030.301,8.517.244,9030301.0,8517244.0
