row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,43.551,183.117,65.541,88.779,1.067,382.055,43551.0,183117.0,65541.0,88779.0,1067.0,382055.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,508,17.773,17.544,12.868,-,48.693,508.0,17773.0,17544.0,12868.0,,48693.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(42),(41.055),(5.710),(19 663),(630),(67.100),-42.0,-41055.0,-5710.0,,-630.0,-67100.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,44.017,159.835,77.375,81.984,437,363.648,44017.0,159835.0,77375.0,81984.0,437.0,363648.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,13.473,91.952,40.627,70.383,766,217.201,13473.0,91952.0,40627.0,70383.0,766.0,217201.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,1.424,16.540,4.631,7.296,47,29.938,1424.0,16540.0,4631.0,7296.0,47.0,29938.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(23),(30.788),(5.689),(18.166),(533),(55.199),-23.0,-30788.0,-5689.0,-18166.0,-533.0,-55199.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,14.874,77.704,39.569,59.513,280,191.940,14874.0,77704.0,39569.0,59513.0,280.0,191940.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,30.078,91.165,24.914,18.396,301,164.854,30078.0,91165.0,24914.0,18396.0,301.0,164854.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,29.143,82.131,37.806,22.471,157,171.708,29143.0,82131.0,37806.0,22471.0,157.0,171708.0
