row_label_raw,row_label_full,Năm nay > Số dư đầu năm > Dư phòng rủi ro trích lập / (hoàn nhập) trong năm,Dự phòng chung > 343.698 > (31.104),Dự phòng cụ thể > 615.964 > 139 221,numeric__Dự phòng chung > 343.698 > (31.104),numeric__Dự phòng cụ thể > 615.964 > 139 221
Tăng quỹ dư phòng do nhận lai nợ từ VAMC,Tăng quỹ dư phòng do nhận lai nợ từ VAMC,Tăng quỹ dư phòng do nhận lai nợ từ VAMC,-,10 316,,
Số dư cuối năm (*),Tăng quỹ dư phòng do nhận lai nợ từ VAMC > Số dư cuối năm (*),Số dư cuối năm (*),312.594,765.501,312594.0,765501.0
