row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,19.735.646.137.250,17.681.913.026.177,,,19735646137250.0,17681913026177.0
02,02,02,Các khoản giảm trừ doanh thu,,(188.587.772.416),(171.124.375.178),,,-188587772416.0,-171124375178.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,19.547.058.364.834,17.510.788.650.999,,27.0,19547058364834.0,17510788650999.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(15.948.760.134.458),(14.076.055.770.112),,28.0,-15948760134458.0,-14076055770112.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.598.298.230.376,3.434.732.880.887,,,3598298230376.0,3434732880887.0
21,21,21,Doanh thu hoạt động tài chính,29,16.326.114.795,2.368.958.316,,29.0,16326114795.0,2368958316.0
22,22,22,Chi phí tài chính,30,(118.252.734.395),(161.541.087.492),,30.0,-118252734395.0,-161541087492.0
23,23,23,- Trong đó: Chi phí lãi vay,,(104.380.274.160),(154.416.694.276),,,-104380274160.0,-154416694276.0
25,25,25,Chi phí bán hàng,31,(1.687.654.952.494),(1.423.499.070.565),,31.0,-1687654952494.0,-1423499070565.0
26,26,26,Chi phí quản lý doanh nghiệp,32,(501.819.303.928),(502.929.377.487),,32.0,-501819303928.0,-502929377487.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.306.897.354.354,1.349.132.303.659,,,1306897354354.0,1349132303659.0
31,31,31,Thu nhập khác,,8.861.354.013,5.485.848.150,,,8861354013.0,5485848150.0
32,32,32,Chi phí khác,,(36.528.186.336),(8.637.683.094),,,-36528186336.0,-8637683094.0
40,40,40,Lỗ khác,,(27.666.832.323),(3.151.834.944),,,-27666832323.0,-3151834944.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,1.279.230.522.031,1.345.980.468.715,,,1279230522031.0,1345980468715.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",33,(259.673.455.974),(279.422.477.414),,33.0,-259673455974.0,-279422477414.0
52,52,52,Thu nhập thuế TNDN hoãn lại,33,9.485.099.588,2.752.113.960,,33.0,9485099588.0,2752113960.0
60,60,60,Lợi nhuận sau thuế TNDN,,1.029.042.165.645,1.069.310.105.261,,,1029042165645.0,1069310105261.0
61,61,61,Phân bổ cho:Lợi nhuận sau thuế của công ty mẹ,,1.029.042.165.645,1.069.310.105.261,,,1029042165645.0,1069310105261.0
70,70,70,Lãi cơ bản trên cổ phiếu,25(a),,4.308,,,,4308.0
71,71,71,Lãi suy giảm trên cổ phiếu,25(b),,4.308,,,,4308.0
