row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(234.058.441.077),(253.134.374.354),,-234058441077.0,-253134374354.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(43.169.828.785),(34.492.822.139),,-43169828785.0,-34492822139.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(722.367.231.513),1.496.911.729.125,,-722367231513.0,1496911729125.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chỉ để mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chỉ để mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác","21 Tiền chỉ để mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác",,(61.304.197.645),(85.433.646.180),,-61304197645.0,-85433646180.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",,12.869.426.085,792.669.960,,12869426085.0,792669960.0
27 Tiền thu từ lãi tiền gửi,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu từ lãi tiền gửi,27 Tiền thu từ lãi tiền gửi,,267.480.935,251.771.651,,267480935.0,251771651.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(48.167.290.625),(84.389.204.569),,-48167290625.0,-84389204569.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
31 Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 31 Tiền thu từ phát hành cổ phiếu,31 Tiền thu từ phát hành cổ phiếu,,-,46.375.540.000,,,46375540000.0
32 Tiền mua lại cổ phiếu đã phát hành,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 32 Tiền mua lại cổ phiếu đã phát hành,32 Tiền mua lại cổ phiếu đã phát hành,,(1.524.800.000),(1.283.000.000),,-1524800000.0,-1283000000.0
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,,7.758.858.344.889,7.432.783.338.336,,7758858344889.0,7432783338336.0
34 Tiền chỉ trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 34 Tiền chỉ trả nợ gốc vay,34 Tiền chỉ trả nợ gốc vay,,(6.876.202.707.810),(8.208.110.896.493),,-6876202707810.0,-8208110896493.0
36 Tiền chỉ trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 36 Tiền chỉ trả cổ tức,36 Tiền chỉ trả cổ tức,,(177.376.257.045),(355.099.739.283),,-177376257045.0,-355099739283.0
40 Lưu chuyển thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 40 Lưu chuyển thuần từ hoạt động tài chính,40 Lưu chuyển thuần từ hoạt động tài chính,,703.754.580.034,(1.085.334.757.440),,703754580034.0,-1085334757440.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(66.779.942.104),327.187.767.116,,-66779942104.0,327187767116.0
60 Tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 60 Tiền đầu năm,60 Tiền đầu năm,3,422.234.781.061,95.224.439.008,3.0,422234781061.0,95224439008.0
61 Ánh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 61 Ánh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,61 Ánh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,,-,(177.425.063),,,-177425063.0
70 Tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 70 Tiền cuối năm,70 Tiền cuối năm,3,355.454.838.957,422.234.781.061,3.0,355454838957.0,422234781061.0
