row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2021VND,2020VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,1.279.230.522.031,1.345.980.468.715,,1279230522031.0,1345980468715.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",,75.118.429.219,72.154.867.041,,75118429219.0,72154867041.0
03 Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Các khoản dự phòng,03 Các khoản dự phòng,,64.942.006.080,6.391.807.846,,64942006080.0,6391807846.0
04 Lỗ chênh lệch tỷ giá hối đoai do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Lỗ chênh lệch tỷ giá hối đoai do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,04 Lỗ chênh lệch tỷ giá hối đoai do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,,2.504.365.377,177.425.063,,2504365377.0,177425063.0
05 (Lãi)/lỗ từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 (Lãi)/lỗ từ hoạt động đầu tư,05 (Lãi)/lỗ từ hoạt động đầu tư,,(3.225.478.644),1.237.319.162,,-3225478644.0,1237319162.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,,104.380.274.160,154.416.694.276,,104380274160.0,154416694276.0
08 Lợi nhuận từ hoạt động kinh doanh trướchnững thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trướchnững thay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trướchnững thay đổi vốn lưu động,,1.522.950.118.223,1.580.358.582.103,,1522950118223.0,1580358582103.0
09 (Tăng)/giảm các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 (Tăng)/giảm các khoản phải thu,09 (Tăng)/giảm các khoản phải thu,,(23.111.709.097),17.322.807.863,,-23111709097.0,17322807863.0
10 (Tăng)/giảm hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 (Tăng)/giảm hàng tồn kho,10 (Tăng)/giảm hàng tồn kho,,(2.208.835.725.303),484.514.384.160,,-2208835725303.0,484514384160.0
11 Tăng/(giảm) các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng/(giảm) các khoản phải trả,11 Tăng/(giảm) các khoản phải trả,,354.804.359.041,(99.651.505.808),,354804359041.0,-99651505808.0
12 Giảm/(tăng) chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Giảm/(tăng) chi phí trả trước,12 Giảm/(tăng) chi phí trả trước,,14.254.564.032,(42.462.273.125),,14254564032.0,-42462273125.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(105.200.568.547),(155.543.069.575),,-105200568547.0,-155543069575.0
