row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,4.606.382.566.869,3.241.284.233.443,,,4606382566869.0,3241284233443.0
310,310,310,Nợ ngắn hạn,,4.563.002.409.508,3.231.907.356.443,,,4563002409508.0,3231907356443.0
311,311,311,Phải trả người bán ngắn hạn,12,680.447.298.103,481.588.464.720,,12.0,680447298103.0,481588464720.0
312,312,312,Người mua trả tiền trước ngắn hạn,13,156.729.112.135,157.182.968.364,,13.0,156729112135.0,157182968364.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14,309.500.571.902,214.710.310.923,,14.0,309500571902.0,214710310923.0
314,314,314,Phải trả người lao động,15,385.144.216.152,290.765.645.610,,15.0,385144216152.0,290765645610.0
315,315,315,Chỉ phí phải trả ngắn hạn,16,69.534.599.697,55.520.256.916,,16.0,69534599697.0,55520256916.0
319,319,319,Phải trả ngắn hạn khác,17,83.404.423.727,76.978.636.900,,17.0,83404423727.0,76978636900.0
320,320,320,Vay ngắn hạn,18,2.721.930.701.144,1.839.275.064.065,,18.0,2721930701144.0,1839275064065.0
321,321,321,Dự phòng phải trả ngắn hạn,20(a),30.129.306.488,-,,,30129306488.0,
322,322,322,"Quỹ khen thưởng, phúc lợi",19,126.182.180.160,115.886.008.945,,19.0,126182180160.0,115886008945.0
330,330,330,Nợ dài hạn,,43.380.157.361,9.376.877.000,,,43380157361.0,9376877000.0
337,337,337,Phải trả dài hạn khác,,518.668.000,526.168.000,,,518668000.0,526168000.0
342,342,342,Dự phòng phải trả dài hạn,20(b),42.861.489.361,8.850.709.000,,,42861489361.0,8850709000.0
400,400,400,VỐN CHỦ SỞ HỮU,,6.012.633.980.253,5.241.861.865.008,,,6012633980253.0,5241861865008.0
410,410,410,Vốn chủ sở hữu,,6.012.633.980.253,5.241.861.865.008,,,6012633980253.0,5241861865008.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",2.276.123.620.000,2.276.123.620.000,,,2276123620000.0,2276123620000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.276.123.620.000,2.276.123.620.000,,,2276123620000.0,2276123620000.0
412,412,412,Thặng dư vốn cổ phần,23,991.261.882.458,991.261.882.458,,23.0,991261882458.0,991261882458.0
415,415,415,Cổ phiếu quỹ,23,(4.908.890.000),(3.384.090.000),,23.0,-4908890000.0,-3384090000.0
418,418,418,Quỹ đầu tư phát triển,23,800.503.556.918,372.779.556.918,,23.0,800503556918.0,372779556918.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,1.949.653.810.877,1.605.080.895.632,,23.0,1949653810877.0,1605080895632.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,920.611.645.232,670.845.205.971,,,920611645232.0,670845205971.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.029.042.165.645,934.235.689.661,,,1029042165645.0,934235689661.0
440,440,440,TỔNG NGUỒN VỐN,,10.619.016.547.122,8.483.146.098.451,,,10619016547122.0,8483146098451.0
