row_label_raw,row_label_full,Lương và các quyền lợi gộp khác,64.450.423.358,54.932.689.167,numeric__64.450.423.358,numeric__54.932.689.167
Trong đó:Các thành viên Hội đồng Quản trị,Trong đó:Các thành viên Hội đồng Quản trị,Trong đó:Các thành viên Hội đồng Quản trị,19.690.844.975,13.327.809.094,19690844975.0,13327809094.0
Các thành viên Ban Điều hành,Các thành viên Ban Điều hành,Các thành viên Ban Điều hành,44.759.578.383,31.098.221.218,44759578383.0,31098221218.0
