row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,31/12/2022,31/12/2022_1,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2022,numeric__31/12/2022_1
,,,Giá gốc (Triệu VND),Tỷ lệ sở hữu,Giá gốc (Triệu VND),Tỷ lệ sở hữu,,,,
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,,,,
Công ty cổ phần thanh toán Quốc gia Việt Nam,Đầu tư dài hạn khác > Công ty cổ phần thanh toán Quốc gia Việt Nam,Công ty cổ phần thanh toán Quốc gia Việt Nam,3.300,"1,06%",3.300,"1,06%",3300.0,0.0106,3300.0,0.0106
Công ty CP Xăng dầu dầu khí Miền Trung,Đầu tư dài hạn khác > Công ty CP Xăng dầu dầu khí Miền Trung,Công ty CP Xăng dầu dầu khí Miền Trung,4.800,"1,59%",4.800,"1,59%",4800.0,0.0159,4800.0,0.0159
Công ty CP Xăng dầu dầu khí Sài Gòn,Đầu tư dài hạn khác > Công ty CP Xăng dầu dầu khí Sài Gòn,Công ty CP Xăng dầu dầu khí Sài Gòn,10.000,"5,00%",10.000,"5,00%",10000.0,0.05,10000.0,0.05
Công ty CP Xăng dầu dầu khí Vũng Tàu,Đầu tư dài hạn khác > Công ty CP Xăng dầu dầu khí Vũng Tàu,Công ty CP Xăng dầu dầu khí Vũng Tàu,10.000,"8,33%",10.000,"8,33%",10000.0,0.0833,10000.0,0.0833
Công ty CP Sản xuất và chế biến Dầu khí Phú Mỹ,Đầu tư dài hạn khác > Công ty CP Sản xuất và chế biến Dầu khí Phú Mỹ,Công ty CP Sản xuất và chế biến Dầu khí Phú Mỹ,11.000,"2,20%",11.000,"2,20%",11000.0,0.022000000000000002,11000.0,0.022000000000000002
Công ty CP Xăng dầu dầu khí Tây Ninh,Đầu tư dài hạn khác > Công ty CP Xăng dầu dầu khí Tây Ninh,Công ty CP Xăng dầu dầu khí Tây Ninh,12.470,"9,59%",12.470,"9,59%",12470.0,0.0959,12470.0,0.0959
Công ty CP Xăng dầu dầu khí Hà Nội,Đầu tư dài hạn khác > Công ty CP Xăng dầu dầu khí Hà Nội,Công ty CP Xăng dầu dầu khí Hà Nội,7.500,"2,83%",7.500,"2,83%",7500.0,0.028300000000000002,7500.0,0.028300000000000002
Công ty CP Dịch vụ Số liệu Toàn Cầu,Đầu tư dài hạn khác > Công ty CP Dịch vụ Số liệu Toàn Cầu,Công ty CP Dịch vụ Số liệu Toàn Cầu,2.670,"2,13%",2.670,"2,13%",2670.0,0.0213,2670.0,0.0213
Công ty CP Phát triển Nhân trí Việt Nam,Đầu tư dài hạn khác > Công ty CP Phát triển Nhân trí Việt Nam,Công ty CP Phát triển Nhân trí Việt Nam,436,"9,99%",436,"9,99%",436.0,0.0999,436.0,0.0999
Công ty CP Tư vấn Đầu tư và Xây dựng Bưu điện (PTICC),Đầu tư dài hạn khác > Công ty CP Tư vấn Đầu tư và Xây dựng Bưu điện (PTICC),Công ty CP Tư vấn Đầu tư và Xây dựng Bưu điện (PTICC),256,"0,45%",256,"0,45%",256.0,0.0045000000000000005,256.0,0.0045000000000000005
,,,62.432,,62.432,,62432.0,,62432.0,
