row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,4.616.558,5.068.986,4616558.0,5068986.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,- Thu nhập từ cổ tức và lợi nhuận được chia không chịu thuế,(14.384),(7.937),-14384.0,-7937.0
- Chi phí không được khấu trừ cho mục đích thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ cho mục đích thuế,- Chi phí không được khấu trừ cho mục đích thuế,18.325,2.756,18325.0,2756.0
- Điều chỉnh lợi nhuận do hợp nhất báo cáo tài chính,Điều chỉnh cho các khoản > - Điều chỉnh lợi nhuận do hợp nhất báo cáo tài chính,- Điều chỉnh lợi nhuận do hợp nhất báo cáo tài chính,71.206,16.067,71206.0,16067.0
Thu nhập chịu thuế từ hoạt động kinh doanh thông thường,Điều chỉnh cho các khoản > Thu nhập chịu thuế từ hoạt động kinh doanh thông thường,Thu nhập chịu thuế từ hoạt động kinh doanh thông thường,4.691.705,5.079.872,4691705.0,5079872.0
Thuế suất thuế TNDN,Điều chỉnh cho các khoản > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Chi phí thuế TNDN tính trên thu nhập chịu thuế,Điều chỉnh cho các khoản > Chi phí thuế TNDN tính trên thu nhập chịu thuế,Chi phí thuế TNDN tính trên thu nhập chịu thuế,938.341,1.015.974,938341.0,1015974.0
Chi phí thuế TNDN nộp bổ sung năm trước,Điều chỉnh cho các khoản > Chi phí thuế TNDN nộp bổ sung năm trước,Chi phí thuế TNDN nộp bổ sung năm trước,1.262,84,1262.0,84.0
,,,939.603,1.016.058,939603.0,1016058.0
