row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay của khách hàng và các TCTD Triệu VND,Tổng tiền gửi của khách hàng và các TCTD Triệu VND,Các cam kết tín dụng Triệu VND,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác (thuẩn) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng dư nợ cho vay của khách hàng và các TCTD Triệu VND,numeric__Tổng tiền gửi của khách hàng và các TCTD Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Các công cụ tài chính phải sinh và các khoản nợ tài chính khác (thuẩn) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,157.195.081366.856,159.796.94716.089,11.602.889-,14.963-,12.653.847-,157195081366856.0,15979694716089.0,,,
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,157.561.937,159.813.036,11.602.889,14.963,12.653.847,157561937.0,159813036.0,11602889.0,14963.0,12653847.0
