row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,31/12/2023 Triệu VND,31/12/2022 Triệu VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2023 Triệu VND,numeric__31/12/2022 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNNVN,,2.538.637,3.838.696,,,2538637.0,3838696.0
1,B > 1,1,"Tiền gửi và vay Chính phủ, NHNNVN",V.14,2.538.637,3.838.696,,,2538637.0,3838696.0
II,B > II,II,Tiền gửi và vay từ các TCTD khác,V.15,66.698.038,59.719.627,,,66698038.0,59719627.0
1,B > 1,1,Tiền gửi của các TCTD khác,,47.046.799,44.265.765,,,47046799.0,44265765.0
2,B > 2,2,Vay từ các TCTD khác,,19.651.239,15.453.862,,,19651239.0,15453862.0
III,B > III,III,Tiền gửi của khách hàng,V.16,144.840.006,115.547.271,,,144840006.0,115547271.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,V.17,107.131,14.963,,,107131.0,14963.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",,1.020,1.020,,,1020.0,1020.0
VI,B > VI,VI,Phát hành giấy tờ có giá,V.18,16.846.100,21.504.600,,,16846100.0,21504600.0
VII,B > VII,VII,Các khoản nợ khác,V.19,4.794.144,4.564.659,,,4794144.0,4564659.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,3.743.466,3.699.830,,,3743466.0,3699830.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,1.050.678,864.829,,,1050678.0,864829.0
,,,TỔNG NỘ PHẢI TRẢ,,235.825.076,205.190.836,,,235825076.0,205190836.0
VIII,B > VIII,VIII,Vốn chủ sở hữu,V.20,30.296.839,26.232.220,,,30296839.0,26232220.0
1,B > 1,1,Vốn của tổ chức tín dụng,,25.063.167,21.607.167,,,25063167.0,21607167.0
a,B > a,a,- Vốn điều lệ,,24.957.000,20.402.983,,,24957000.0,20402983.0
c,B > c,c,- Thặng dư vốn cổ phần,,106.167,1.204.184,,,106167.0,1204184.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,1.715.339,1.155.967,,,1715339.0,1155967.0
5,B > 5,5,Lợi nhuận chưa phân phối,,3.518.333,3.469.086,,,3518333.0,3469086.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,30.296.839,26.232.220,,,30296839.0,26232220.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,266.121.915,231.423.056,,,266121915.0,231423056.0
