row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,31/12/2022Triệu VND,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",348.709,141.735,348709.0,141735.0
Khai khoáng,Khai khoáng,Khai khoáng,1.258.422,1.284.768,1258422.0,1284768.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",15.341.450,11.390.000,15341450.0,11390000.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",1.594.262,1.326.144,1594262.0,1326144.0
Xây dựng,Xây dựng,Xây dựng,7.461.319,6.340.235,7461319.0,6340235.0
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",27.394.555,22.605.524,27394555.0,22605524.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,12.859.261,9.871.501,12859261.0,9871501.0
"Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống",12.507.611,12.035.540,12507611.0,12035540.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,5.241.000,4.298.000,5241000.0,4298000.0
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",3.486.303,3.308.279,3486303.0,3308279.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,8.886.123,7.332.956,8886123.0,7332956.0
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",10.747.000,9.809.000,10747000.0,9809000.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,5.736.500,-,5736500.0,
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,1.300,-,1300.0,
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,81.756,104.328,81756.0,104328.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",14.454.873,9.874.313,14454873.0,9874313.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",36.857.784,37.065.184,36857784.0,37065184.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,15.493.665,17.168.485,15493665.0,17168485.0
,,,179.751.893,153.955.992,179751893.0,153955992.0
