row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.530.991,1.642.698,1530991.0,1642698.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,1.014.792,325.607,1014792.0,325607.0
- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,3.718,6.971,3718.0,6971.0
- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,173.661,533.564,173661.0,533564.0
- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,338.820,776.556,338820.0,776556.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(223.134),(275.381),-223134.0,-275381.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,(89.796),(83.524),-89796.0,-83524.0
- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,(19.372),(21.384),-19372.0,-21384.0
- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,(113.966),(170.473),-113966.0,-170473.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.307.857,1.367.317,1307857.0,1367317.0
