row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",41.292,36.804,41292.0,36804.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.856.595,1.800.099,1856595.0,1800099.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,1.715.013,1.661.091,1715013.0,1661091.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,112.363,90.619,112363.0,90619.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,177,166,177.0,166.0
- Các khoản chi khác,Trong đó: > - Các khoản chi khác,- Các khoản chi khác,29.042,48.223,29042.0,48223.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,671.177,568.183,671177.0,568183.0
- Chi khấu hạo tài sản cố định,Trong đó: > - Chi khấu hạo tài sản cố định,- Chi khấu hạo tài sản cố định,126.456,93.021,126456.0,93021.0
- Chi khác về tài sản,Trong đó: > - Chi khác về tài sản,- Chi khác về tài sản,544.721,475.162,544721.0,475162.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,653.260,643.637,653260.0,643637.0
- Công tác phí,Trong đó: > - Công tác phí,- Công tác phí,37.410,27.528,37410.0,27528.0
- Chi vật liệu và giấy tờ in,Trong đó: > - Chi vật liệu và giấy tờ in,- Chi vật liệu và giấy tờ in,38.817,41.939,38817.0,41939.0
- Chi bưu phí và điện thoại,Trong đó: > - Chi bưu phí và điện thoại,- Chi bưu phí và điện thoại,42.518,58.384,42518.0,58384.0
- Chi khác cho hoạt động quản lý,Trong đó: > - Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,534.515,515.786,534515.0,515786.0
"Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng",117.411,100.038,117411.0,100038.0
Phân bổ lợi thế thương mại,Trong đó: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,71.206,71.206,71206.0,71206.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,196.504,184.544,196504.0,184544.0
Hoàn nhập dự phòng cho các khoản đầu tư dài hạn khác (Thuyết minh V.8),Trong đó: > Hoàn nhập dự phòng cho các khoản đầu tư dài hạn khác (Thuyết minh V.8),Hoàn nhập dự phòng cho các khoản đầu tư dài hạn khác (Thuyết minh V.8),(579),(324),-579.0,-324.0
Trích lập/(hoàn nhập) dự phòng cho các Tài sản Có khác (Thuyết minh V.12),Trong đó: > Trích lập/(hoàn nhập) dự phòng cho các Tài sản Có khác (Thuyết minh V.12),Trích lập/(hoàn nhập) dự phòng cho các Tài sản Có khác (Thuyết minh V.12),282,(664),282.0,-664.0
,,,3.607.148,3.403.523,3607148.0,3403523.0
