row_label_raw,row_label_full,Hội đồng Quản trị,Hội đồng Quản trị_1,numeric__Hội đồng Quản trị_1
,,,Ông Lê Văn TầnBà Nguyễn Thị NgaBà Lê Thu ThủyBà Khúc Thị Quỳnh LâmBà Ngô Thị NhảiÔng Mathew Nevil WelchÔng Fergus Macdonald ClarkÔng Hoàng Minh TânÔng Bùi Trung Kiên,
,,,"Chủ tịch HĐQTPhó Chủ tịch thường trực HĐQTPhó Chủ tịch HĐQT (từ ngày 28/4/2023)Phó chủ tịch, thành viên HĐQT chuyên trách (đến ngày 27/4/2023)Phó Chủ tịch HĐQTThành viên HĐQT (từ ngày 28/4/2023)Thành viên độc lập HĐQT (đến ngày 27/4/2023)Thành viên HĐQT (từ ngày 28/4/2023)Thành viên độc lập HĐQT (đến ngày 27/4/2023)Thành viên độc lập HĐQT (từ ngày 28/4/2023)Thành viên HĐQT (đến ngày 27/4/2023)Thành viên HĐQT (đến ngày 27/4/2023)",
