row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,3.746.049.045,240.926.611.423,236.819.754.043,-,7.852.906.425,,3746049045.0,240926611423.0,236819754043.0,,7852906425.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,-,-,9.268.585.422,9.268.585.422,-,-,,,9268585422.0,9268585422.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,27.409.536.393,296.544.117.726,303.682.731.214,-,20.270.922.905,,27409536393.0,296544117726.0,303682731214.0,,20270922905.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,1.907.654.352,-,4.899.671.170,2.930.827.210,-,61.189.608,1907654352.0,,4899671170.0,2930827210.0,,61189608.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,55.723.850.511,111.420.706.857,115.628.363.049,-,51.516.194.319,,55723850511.0,111420706857.0,115628363049.0,,51516194319.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,179.183.365,23.355.290.907,23.383.399.327,-,151.074.945,,179183365.0,23355290907.0,23383399327.0,,151074945.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,124.891.836,2.097.031.210,2.093.872.735,-,128.050.311,,124891836.0,2097031210.0,2093872735.0,,128050311.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",,-,3.402.984.099,3.402.984.099,,-,,,3402984099.0,3402984099.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,,541.832.413,1.006.361.063,1.546.041.067,25.785.512,27.937.921,,541832413.0,1006361063.0,1546041067.0,25785512.0,27937921.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,9.745.498,156.658.750,156.613.000,-,9.791.248,,9745498.0,156658750.0,156613000.0,,9791248.0
Cộng,Cộng,Cộng,1.907.654.352,87.735.089.061,693.078.018.627,698.913.171.166,25.785.512,80.018.067.682,1907654352.0,87735089061.0,693078018627.0,698913171166.0,25785512.0,80018067682.0
