row_label_raw,row_label_full,col_0,col_1,31/12/2017VND,col_3,01/01/2017VND,numeric__col_1,numeric__31/12/2017VND,numeric__col_3,numeric__01/01/2017VND
+ Vàng miếng SJC tại quỹ,+ Vàng miếng SJC tại quỹ,+ Vàng miếng SJC tại quỹ,4 miếng,14.468.000,4 miếng,13.996.000,,14468000.0,,13996000.0
Cộng,Cộng,Cộng,,14.468.000,,13.996.000,,14468000.0,,13996000.0
