row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2017 VND,01/01/2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__01/01/2017 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.657.288.061.337,2.550.458.641.083,100.0,,2657288061337.0,2550458641083.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,527.781.193.851,134.921.093.360,110.0,,527781193851.0,134921093360.0
1. Tiền,1. Tiền,1. Tiền,111,5,527.781.193.851,134.921.093.360,111.0,5.0,527781193851.0,134921093360.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,-,112.0,,,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,751.000.000.000,555.000.000.000,120.0,,751000000000.0,555000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,-,121.0,,,
2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,123,6.a,751.000.000.000,555.000.000.000,123.0,,751000000000.0,555000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.041.116.892.338,1.172.579.336.451,130.0,,1041116892338.0,1172579336451.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,21.570.668.137,21.553.826.380,131.0,7.0,21570668137.0,21553826380.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,262.971.023.735,369.151.732.585,132.0,8.0,262971023735.0,369151732585.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9.a,768.048.604.904,792.094.204.923,136.0,,768048604904.0,792094204923.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,10,(11.473.404.438),(10.220.427.437),137.0,10.0,-11473404438.0,-10220427437.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,318.631.740.835,517.620.111.621,140.0,11.0,318631740835.0,517620111621.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,318.631.740.835,517.620.111.621,141.0,,318631740835.0,517620111621.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,18.758.234.313,170.338.099.651,150.0,,18758234313.0,170338099651.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12.a,3.416.257.449,5.114.581.070,151.0,,3416257449.0,5114581070.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,15.316.191.352,163.315.864.229,152.0,,15316191352.0,163315864229.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,25.785.512,1.907.654.352,153.0,19.0,25785512.0,1907654352.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,5.097.567.286.046,4.354.108.651.062,200.0,,5097567286046.0,4354108651062.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,690.181.497,690.181.497,210.0,,690181497.0,690181497.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,-,-,211.0,,,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9.b,690.181.497,690.181.497,216.0,,690181497.0,690181497.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,2.805.334.180.253,1.848.842.093.617,220.0,,2805334180253.0,1848842093617.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,2.547.570.410.841,1.521.990.062.693,221.0,13.0,2547570410841.0,1521990062693.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,5.397.049.492.281,4.049.071.270.725,222.0,,5397049492281.0,4049071270725.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(2.849.479.081.440),(2.527.081.208.032),223.0,,-2849479081440.0,-2527081208032.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,14,250.369.058.322,326.376.122.622,224.0,14.0,250369058322.0,326376122622.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,566.855.012.526,559.228.847.530,225.0,,566855012526.0,559228847530.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,226,,(316.485.954.204),(232.852.724.908),226.0,,-316485954204.0,-232852724908.0
