row_label_raw,row_label_full,col_0,Đầu năm,Tăng trong năm,Giảm trong năm,Cuối năm,numeric__Đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.088.267.402.644,5.658.476.103.313,5.411.075.350.419,1.335.668.155.538,1088267402644.0,5658476103313.0,5411075350419.0,1335668155538.0
- Ngân hàng Đầu tư và PT Quảng Ngãi,- Ngân hàng Đầu tư và PT Quảng Ngãi,- Ngân hàng Đầu tư và PT Quảng Ngãi,-,259.230.606.436,-,259.230.606.436,,259230606436.0,,259230606436.0
- Ngân hàng Công Thương Quảng Ngãi,- Ngân hàng Công Thương Quảng Ngãi,- Ngân hàng Công Thương Quảng Ngãi,646.339.940.161,3.035.958.491.031,2.997.139.805.160,685.158.626.032,646339940161.0,3035958491031.0,2997139805160.0,685158626032.0
- Ngân hàng Ngoại Thương Quảng Ngãi,- Ngân hàng Ngoại Thương Quảng Ngãi,- Ngân hàng Ngoại Thương Quảng Ngãi,388.038.519.232,2.174.075.196.199,2.190.198.811.398,371.914.904.033,388038519232.0,2174075196199.0,2190198811398.0,371914904033.0
- Ngân hàng Quản Đội Quảng Ngãi,- Ngân hàng Quản Đội Quảng Ngãi,- Ngân hàng Quản Đội Quảng Ngãi,40.171.387.327,189.211.809.647,210.019.177.937,19.364.019.037,40171387327.0,189211809647.0,210019177937.0,19364019037.0
- Ngân hàng SHB Quảng Ngãi,- Ngân hàng SHB Quảng Ngãi,- Ngân hàng SHB Quảng Ngãi,13.717.555.924,-,13.717.555.924,-,13717555924.0,,13717555924.0,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,25.797.161.201,2.639.823.574,25.829.095.203,2.607.889.572,25797161201.0,2639823574.0,25829095203.0,2607889572.0
- Ngân hàng Đầu tư và PT Quảng Ngãi,- Ngân hàng Đầu tư và PT Quảng Ngãi,- Ngân hàng Đầu tư và PT Quảng Ngãi,1.029.609.344,1.029.609.332,1.061.543.344,997.675.332,1029609344.0,1029609332.0,1061543344.0,997675332.0
- Ngân hàng Công Thương Quảng Ngãi,- Ngân hàng Công Thương Quảng Ngãi,- Ngân hàng Công Thương Quảng Ngãi,1.000.000.000,993.266.100,1.000.000.000,993.266.100,1000000000.0,993266100.0,1000000000.0,993266100.0
- Ngân hàng Nông nghiệp Quảng Ngãi,- Ngân hàng Nông nghiệp Quảng Ngãi,- Ngân hàng Nông nghiệp Quảng Ngãi,616.948.138,616.948.142,616.948.140,616.948.140,616948138.0,616948142.0,616948140.0,616948140.0
- Ngân hàng Phát triển Quảng Ngãi,- Ngân hàng Phát triển Quảng Ngãi,- Ngân hàng Phát triển Quảng Ngãi,23.150.603.719,,23.150.603.719,-,23150603719.0,,23150603719.0,
Nợ thuê tài chính đến hạn,Nợ thuê tài chính đến hạn,Nợ thuê tài chính đến hạn,64.072.788.922,65.219.157.556,63.484.942.435,65.807.004.043,64072788922.0,65219157556.0,63484942435.0,65807004043.0
- AB Svensk Exportkredit,- AB Svensk Exportkredit,- AB Svensk Exportkredit,64.072.788.922,65.219.157.556,63.484.942.435,65.807.004.043,64072788922.0,65219157556.0,63484942435.0,65807004043.0
Cộng,Cộng,Cộng,1.178.137.352.767,5.726.335.084.443,5.500.389.388.057,1.404.083.049.153,1178137352767.0,5726335084443.0,5500389388057.0,1404083049153.0
