row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chỉ phí nhân viên quản lý,Chỉ phí nhân viên quản lý,Chỉ phí nhân viên quản lý,602.524.169.489,532.004.693.487,602524169489.0,532004693487.0
"Chỉ phí vật liệu, đồ dùng văn phòng","Chỉ phí vật liệu, đồ dùng văn phòng","Chỉ phí vật liệu, đồ dùng văn phòng",11.669.879.083,10.541.127.694,11669879083.0,10541127694.0
Chỉ phí khấu hao tài sản cố định,Chỉ phí khấu hao tài sản cố định,Chỉ phí khấu hao tài sản cố định,35.542.759.572,40.203.408.086,35542759572.0,40203408086.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",20.977.227.198,19.022.834.948,20977227198.0,19022834948.0
Chỉ phí sửa chữa tài sản,Chỉ phí sửa chữa tài sản,Chỉ phí sửa chữa tài sản,12.330.820.838,6.958.586.582,12330820838.0,6958586582.0
"Chỉ phí điện, nước, thông tin liên lạc","Chỉ phí điện, nước, thông tin liên lạc","Chỉ phí điện, nước, thông tin liên lạc",18.510.580.838,16.328.533.354,18510580838.0,16328533354.0
Chỉ phí dịch vụ mua ngoài khác,Chỉ phí dịch vụ mua ngoài khác,Chỉ phí dịch vụ mua ngoài khác,17.609.867.260,15.352.001.048,17609867260.0,15352001048.0
Chỉ phí phúc lợi cho người lao động,Chỉ phí phúc lợi cho người lao động,Chỉ phí phúc lợi cho người lao động,181.298.316.295,147.324.851.235,181298316295.0,147324851235.0
Công tác phí,Công tác phí,Công tác phí,26.389.799.763,26.745.186.805,26389799763.0,26745186805.0
Chỉ phí bằng tiền khác,Chỉ phí bằng tiền khác,Chỉ phí bằng tiền khác,70.065.788.369,54.918.984.016,70065788369.0,54918984016.0
Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(17.424.000),(120.883.121),-17424000.0,-120883121.0
,,,996.901.784.705,869.279.324.134,996901784705.0,869279324134.0
